locus_tag	ftype	length_bp	gene	EC_number	COG	product
GPEBMMHM_00039	CDS	375	yobA		COG2372	Protein YobA
GPEBMMHM_00040	CDS	873	yebZ		COG1276	Inner membrane protein YebZ
GPEBMMHM_00041	CDS	342				hypothetical protein
GPEBMMHM_00042	CDS	657	pphA_1	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
GPEBMMHM_00043	CDS	276				hypothetical protein
GPEBMMHM_00044	CDS	237	yebV			putative protein YebV
GPEBMMHM_00045	CDS	1521	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
GPEBMMHM_00046	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
GPEBMMHM_00047	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
GPEBMMHM_00048	CDS	552	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
GPEBMMHM_00049	CDS	699	proQ		COG3109	RNA chaperone ProQ
GPEBMMHM_00050	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
GPEBMMHM_00051	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
GPEBMMHM_00052	CDS	1374	ribZ			Riboflavin transporter RibZ
GPEBMMHM_00053	CDS	792	kdgR		COG1414	Transcriptional regulator KdgR
GPEBMMHM_00054	CDS	240				hypothetical protein
GPEBMMHM_00055	CDS	288				hypothetical protein
GPEBMMHM_00056	CDS	210	cspC			Cold shock-like protein CspC
GPEBMMHM_00057	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
GPEBMMHM_00058	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
GPEBMMHM_00059	CDS	123				hypothetical protein
GPEBMMHM_00060	CDS	459				hypothetical protein
GPEBMMHM_00061	CDS	852	manZ_1		COG3716	PTS system mannose-specific EIID component
GPEBMMHM_00062	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
GPEBMMHM_00063	CDS	972	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
GPEBMMHM_00064	CDS	210				hypothetical protein
GPEBMMHM_00065	CDS	1557				hypothetical protein
GPEBMMHM_00066	CDS	1599	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
GPEBMMHM_00067	CDS	1365	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
GPEBMMHM_00068	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
GPEBMMHM_00069	CDS	1362	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
GPEBMMHM_00070	CDS	180				hypothetical protein
GPEBMMHM_00071	CDS	300				hypothetical protein
GPEBMMHM_00072	CDS	348	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
GPEBMMHM_00073	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
GPEBMMHM_00074	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
GPEBMMHM_00075	CDS	582	slp_1		COG3065	Outer membrane protein Slp
GPEBMMHM_00076	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GPEBMMHM_00077	CDS	1116	rnd	3.1.13.5	COG0349	Ribonuclease D
GPEBMMHM_00078	CDS	966	yeaX	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
GPEBMMHM_00079	CDS	1125	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
GPEBMMHM_00080	CDS	1611	caiT_1		COG1292	L-carnitine/gamma-butyrobetaine antiporter
GPEBMMHM_00081	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
GPEBMMHM_00082	CDS	924	dmlR_1			HTH-type transcriptional regulator DmlR
GPEBMMHM_00083	CDS	639	leuE		COG1280	Leucine efflux protein
GPEBMMHM_00084	CDS	360	yeaR		COG3615	putative protein YeaR
GPEBMMHM_00085	CDS	183	yoaG			Protein YoaG
GPEBMMHM_00086	CDS	249				hypothetical protein
GPEBMMHM_00087	CDS	849	dgcP	2.7.7.65	COG2203	Diguanylate cyclase DgcP
GPEBMMHM_00088	CDS	255				hypothetical protein
GPEBMMHM_00089	CDS	348				hypothetical protein
GPEBMMHM_00090	CDS	1182	nimT		COG2807	2-nitroimidazole transporter
GPEBMMHM_00091	CDS	819	nimR			HTH-type transcriptional regulator NimR
GPEBMMHM_00092	CDS	447				hypothetical protein
GPEBMMHM_00093	CDS	504				hypothetical protein
GPEBMMHM_00094	CDS	1491	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
GPEBMMHM_00095	CDS	1344	cdgI	2.7.7.65	COG2199	putative diguanylate cyclase CdgI
GPEBMMHM_00096	CDS	1284				hypothetical protein
GPEBMMHM_00097	CDS	1935				hypothetical protein
GPEBMMHM_00098	CDS	747	mipA_1		COG3713	MltA-interacting protein
GPEBMMHM_00099	CDS	855	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
GPEBMMHM_00100	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
GPEBMMHM_00101	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
GPEBMMHM_00102	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
GPEBMMHM_00103	CDS	273				hypothetical protein
GPEBMMHM_00104	CDS	1077		1.1.1.301		D-arabitol-phosphate dehydrogenase
GPEBMMHM_00105	CDS	1380	ydjE_1			Inner membrane metabolite transport protein YdjE
GPEBMMHM_00106	CDS	1044	ydjJ	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YdjJ
GPEBMMHM_00107	CDS	837	ydjI		COG0191	putative protein YdjI
GPEBMMHM_00108	CDS	933	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
GPEBMMHM_00109	CDS	981	ydjG	1.1.1.-	COG0667	NADH-specific methylglyoxal reductase
GPEBMMHM_00110	CDS	759	ydjF_1		COG1349	putative HTH-type transcriptional regulator YdjF
GPEBMMHM_00111	CDS	1359	ydjE_2			Inner membrane metabolite transport protein YdjE
GPEBMMHM_00112	CDS	642	pncA	3.5.1.19	COG1335	Nicotinamidase
GPEBMMHM_00113	CDS	1017	ansA	3.5.1.1	COG0252	L-asparaginase 1
GPEBMMHM_00114	CDS	711				hypothetical protein
GPEBMMHM_00115	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
GPEBMMHM_00116	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
GPEBMMHM_00117	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
GPEBMMHM_00118	CDS	1962	topB	5.6.2.1	COG0550	DNA topoisomerase 3
GPEBMMHM_00119	CDS	1041	ynjI			Inner membrane protein YnjI
GPEBMMHM_00120	CDS	1344	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
GPEBMMHM_00121	CDS	273				hypothetical protein
GPEBMMHM_00122	CDS	408	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
GPEBMMHM_00123	CDS	621	ynjF		COG0558	Inner membrane protein YnjF
GPEBMMHM_00124	CDS	1308	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
GPEBMMHM_00125	CDS	654	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
GPEBMMHM_00126	CDS	1536	ynjC		COG4135	Inner membrane ABC transporter permease protein YnjC
GPEBMMHM_00127	CDS	1167	ynjB		COG4134	Protein YnjB
GPEBMMHM_00128	CDS	549				hypothetical protein
GPEBMMHM_00129	CDS	708	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
GPEBMMHM_00130	CDS	678				hypothetical protein
GPEBMMHM_00131	CDS	711	ydjZ_2		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
GPEBMMHM_00132	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
GPEBMMHM_00133	CDS	1221	astC	2.6.1.81	COG4992	Succinylornithine transaminase
GPEBMMHM_00134	CDS	1035	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
GPEBMMHM_00135	CDS	1479	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
GPEBMMHM_00136	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
GPEBMMHM_00137	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
GPEBMMHM_00138	CDS	486	spy		COG3678	Periplasmic chaperone Spy
GPEBMMHM_00139	CDS	576	ves		COG3758	Protein Ves
GPEBMMHM_00140	CDS	888	cho	3.1.25.-	COG0322	Excinuclease cho
GPEBMMHM_00141	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
GPEBMMHM_00142	CDS	339	osmE			Osmotically-inducible putative lipoprotein OsmE
GPEBMMHM_00143	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
GPEBMMHM_00144	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
GPEBMMHM_00145	CDS	351	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
GPEBMMHM_00146	CDS	840	chbR			HTH-type transcriptional regulator ChbR
GPEBMMHM_00147	CDS	1353	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
GPEBMMHM_00148	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
GPEBMMHM_00149	CDS	2262	katE	1.11.1.6	COG0753	Catalase HPII
GPEBMMHM_00150	CDS	264	cedA			Cell division activator CedA
GPEBMMHM_00151	CDS	756				hypothetical protein
GPEBMMHM_00152	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
GPEBMMHM_00153	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
GPEBMMHM_00154	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
GPEBMMHM_00155	CDS	537				hypothetical protein
GPEBMMHM_00156	CDS	861		2.7.1.-	COG3001	putative ketoamine kinase
GPEBMMHM_00157	CDS	291				hypothetical protein
GPEBMMHM_00158	CDS	930	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
GPEBMMHM_00159	CDS	759				hypothetical protein
GPEBMMHM_00160	CDS	108	yniD			putative protein YniD
GPEBMMHM_00161	CDS	1899				hypothetical protein
GPEBMMHM_00162	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
GPEBMMHM_00163	CDS	435	infC		COG0290	Translation initiation factor IF-3
GPEBMMHM_00164	CDS	198	rpmI		COG0291	50S ribosomal protein L35
GPEBMMHM_00165	CDS	357	rplT		COG0292	50S ribosomal protein L20
GPEBMMHM_00166	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
GPEBMMHM_00167	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
GPEBMMHM_00168	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
GPEBMMHM_00169	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
GPEBMMHM_00170	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
GPEBMMHM_00171	CDS	750	btuD_1	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
GPEBMMHM_00172	CDS	465	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
GPEBMMHM_00173	CDS	714	ydiV		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
GPEBMMHM_00174	CDS	1437	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
GPEBMMHM_00175	CDS	192	ydiE		COG4256	putative protein YdiE
GPEBMMHM_00176	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
GPEBMMHM_00177	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
GPEBMMHM_00178	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
GPEBMMHM_00179	CDS	1647	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
GPEBMMHM_00180	CDS	294	fixX_1		COG2440	Ferredoxin-like protein FixX
GPEBMMHM_00181	CDS	1290	dadA_1	1.4.99.-		D-amino acid dehydrogenase
GPEBMMHM_00182	CDS	939	fixB_1		COG2025	Protein FixB
GPEBMMHM_00183	CDS	765	fixA_1		COG2086	Protein FixA
GPEBMMHM_00184	CDS	177				hypothetical protein
GPEBMMHM_00185	CDS	912	rhaS_1			HTH-type transcriptional activator RhaS
GPEBMMHM_00186	CDS	1152	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
GPEBMMHM_00187	CDS	1533	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
GPEBMMHM_00188	CDS	327				IS3 family transposase IS629
GPEBMMHM_00189	CDS	888				IS3 family transposase IS629
GPEBMMHM_00190	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
GPEBMMHM_00191	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
GPEBMMHM_00192	CDS	1266	ydiN			Inner membrane transport protein YdiN
GPEBMMHM_00193	CDS	1215	ydiM			Inner membrane transport protein YdiM
GPEBMMHM_00194	CDS	357				hypothetical protein
GPEBMMHM_00195	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
GPEBMMHM_00196	CDS	3057			COG0247	putative protein
GPEBMMHM_00197	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
GPEBMMHM_00198	CDS	189				hypothetical protein
GPEBMMHM_00199	CDS	369	sufA		COG0316	Protein SufA
GPEBMMHM_00200	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
GPEBMMHM_00201	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
GPEBMMHM_00202	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
GPEBMMHM_00203	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
GPEBMMHM_00204	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
GPEBMMHM_00205	CDS	1005	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
GPEBMMHM_00206	CDS	237	lpp		COG4238	Major outer membrane prolipoprotein Lpp
GPEBMMHM_00207	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
GPEBMMHM_00208	CDS	210	fumD	4.2.1.2		Fumarase D
GPEBMMHM_00209	CDS	627	ydhY		COG0437	putative ferredoxin-like protein YdhY
GPEBMMHM_00210	CDS	2103	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
GPEBMMHM_00211	CDS	639	ydhW			putative protein YdhW
GPEBMMHM_00212	CDS	669	ydhX_1		COG0437	putative ferredoxin-like protein YdhX
GPEBMMHM_00213	CDS	786	ydhU		COG4117	Putative cytochrome YdhU
GPEBMMHM_00214	CDS	765	ydhT			putative protein YdhT
GPEBMMHM_00215	CDS	1605				hypothetical protein
GPEBMMHM_00216	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
GPEBMMHM_00217	tRNA	77				tRNA-Val(gac)
GPEBMMHM_00218	tRNA	77				tRNA-Val(gac)
GPEBMMHM_00219	CDS	1257				putative autotransporter
GPEBMMHM_00220	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
GPEBMMHM_00221	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
GPEBMMHM_00222	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
GPEBMMHM_00223	CDS	1212	ydhC			Inner membrane transport protein YdhC
GPEBMMHM_00224	CDS	933	yahB_1			putative HTH-type transcriptional regulator YahB
GPEBMMHM_00225	CDS	1026	purR_1		COG1609	HTH-type transcriptional repressor PurR
GPEBMMHM_00226	CDS	90	ynhF			putative protein YnhF
GPEBMMHM_00227	CDS	1170	ydhP		COG2814	Inner membrane transport protein YdhP
GPEBMMHM_00228	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
GPEBMMHM_00229	CDS	816	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
GPEBMMHM_00230	CDS	348	grxD		COG0278	Glutaredoxin 4
GPEBMMHM_00231	CDS	4617	srmB_1	3.6.4.13		ATP-dependent RNA helicase SrmB
GPEBMMHM_00232	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
GPEBMMHM_00233	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
GPEBMMHM_00234	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
GPEBMMHM_00235	CDS	600	nemR			HTH-type transcriptional repressor NemR
GPEBMMHM_00236	CDS	240				hypothetical protein
GPEBMMHM_00237	CDS	789	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
GPEBMMHM_00238	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
GPEBMMHM_00239	CDS	2013	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
GPEBMMHM_00240	CDS	858	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
GPEBMMHM_00241	CDS	237				hypothetical protein
GPEBMMHM_00242	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
GPEBMMHM_00243	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
GPEBMMHM_00244	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
GPEBMMHM_00245	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
GPEBMMHM_00246	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
GPEBMMHM_00247	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
GPEBMMHM_00248	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
GPEBMMHM_00249	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
GPEBMMHM_00250	CDS	1503	dtpA		COG3104	Dipeptide and tripeptide permease A
GPEBMMHM_00251	CDS	201				hypothetical protein
GPEBMMHM_00252	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
GPEBMMHM_00253	CDS	696	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
GPEBMMHM_00254	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
GPEBMMHM_00255	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
GPEBMMHM_00256	CDS	2319	rsxC	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
GPEBMMHM_00257	CDS	579	rsxB_1	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
GPEBMMHM_00258	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
GPEBMMHM_00259	CDS	441	ydgK			Inner membrane protein YdgK
GPEBMMHM_00260	CDS	216	cnu			OriC-binding nucleoid-associated protein
GPEBMMHM_00261	CDS	126	blr			Divisome-associated membrane protein Blr
GPEBMMHM_00262	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
GPEBMMHM_00263	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
GPEBMMHM_00264	CDS	1173	malY		COG1168	Protein MalY
GPEBMMHM_00265	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
GPEBMMHM_00266	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
GPEBMMHM_00267	CDS	768	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
GPEBMMHM_00268	CDS	591				hypothetical protein
GPEBMMHM_00269	CDS	714	uidA_1	3.2.1.31	COG3250	Beta-glucuronidase
GPEBMMHM_00270	CDS	1107	uidA_2	3.2.1.31	COG3250	Beta-glucuronidase
GPEBMMHM_00271	CDS	1374	uidB		COG2211	Glucuronide carrier protein
GPEBMMHM_00272	CDS	1029	uidC_1			Membrane-associated protein UidC
GPEBMMHM_00273	CDS	222	uidC_2			Membrane-associated protein UidC
GPEBMMHM_00274	CDS	1509	ydgA_1		COG5339	Protein YdgA
GPEBMMHM_00275	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
GPEBMMHM_00276	CDS	1647	fumA_1	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
GPEBMMHM_00277	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
GPEBMMHM_00278	CDS	930	tus			DNA replication terminus site-binding protein
GPEBMMHM_00279	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
GPEBMMHM_00280	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
GPEBMMHM_00281	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
GPEBMMHM_00282	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
GPEBMMHM_00283	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
GPEBMMHM_00284	CDS	945	ydgH			Protein YdgH
GPEBMMHM_00285	CDS	1533	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
GPEBMMHM_00286	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
GPEBMMHM_00287	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
GPEBMMHM_00288	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
GPEBMMHM_00289	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
GPEBMMHM_00290	CDS	822				hypothetical protein
GPEBMMHM_00291	CDS	309	asr			Acid shock protein
GPEBMMHM_00292	CDS	1254	ynfM			Inner membrane transport protein YnfM
GPEBMMHM_00293	CDS	894	hcaR_1			Hca operon transcriptional activator HcaR
GPEBMMHM_00294	CDS	1221	mlc_1		COG1940	Protein mlc
GPEBMMHM_00295	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
GPEBMMHM_00296	CDS	1257	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
GPEBMMHM_00297	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
GPEBMMHM_00298	CDS	855	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
GPEBMMHM_00299	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GPEBMMHM_00300	CDS	2397	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
GPEBMMHM_00301	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
GPEBMMHM_00302	CDS	306	ynfD			putative protein YnfD
GPEBMMHM_00303	CDS	747				hypothetical protein
GPEBMMHM_00304	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
GPEBMMHM_00305	CDS	342				hypothetical protein
GPEBMMHM_00306	CDS	327				hypothetical protein
GPEBMMHM_00307	CDS	93	rspA		COG4948	Starvation-sensing protein RspA
GPEBMMHM_00308	CDS	156				hypothetical protein
GPEBMMHM_00309	CDS	237				hypothetical protein
GPEBMMHM_00310	CDS	2472				hypothetical protein
GPEBMMHM_00311	CDS	192				hypothetical protein
GPEBMMHM_00312	CDS	189				hypothetical protein
GPEBMMHM_00313	CDS	165				hypothetical protein
GPEBMMHM_00314	CDS	219				hypothetical protein
GPEBMMHM_00315	CDS	201				hypothetical protein
GPEBMMHM_00316	CDS	279				hypothetical protein
GPEBMMHM_00317	CDS	192				hypothetical protein
GPEBMMHM_00318	CDS	372				hypothetical protein
GPEBMMHM_00319	CDS	303				hypothetical protein
GPEBMMHM_00320	CDS	417				hypothetical protein
GPEBMMHM_00321	CDS	963				hypothetical protein
GPEBMMHM_00322	CDS	741	dnaC_1		COG1484	DNA replication protein DnaC
GPEBMMHM_00323	CDS	669				hypothetical protein
GPEBMMHM_00324	CDS	396				hypothetical protein
GPEBMMHM_00325	CDS	585				hypothetical protein
GPEBMMHM_00326	CDS	105				hypothetical protein
GPEBMMHM_00327	CDS	156				hypothetical protein
GPEBMMHM_00328	CDS	213				hypothetical protein
GPEBMMHM_00329	CDS	1050				hypothetical protein
