locus_tag	ftype	length_bp	gene	EC_number	COG	product
CPMPOPCK_00167	CDS	1422	clcA			H(+)/Cl(-) exchange transporter ClcA
CPMPOPCK_00168	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
CPMPOPCK_00169	CDS	624				hypothetical protein
CPMPOPCK_00170	CDS	801	btuF_1		COG0614	Vitamin B12-binding protein
CPMPOPCK_00171	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
CPMPOPCK_00172	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
CPMPOPCK_00173	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
CPMPOPCK_00174	CDS	459				IS200/IS605 family transposase IS200C
CPMPOPCK_00175	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
CPMPOPCK_00176	CDS	387				hypothetical protein
CPMPOPCK_00177	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
CPMPOPCK_00178	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
CPMPOPCK_00179	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
CPMPOPCK_00180	CDS	726	rpsB		COG0052	30S ribosomal protein S2
CPMPOPCK_00181	CDS	852	tsf		COG0264	Elongation factor Ts
CPMPOPCK_00182	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
CPMPOPCK_00183	CDS	558	frr		COG0233	Ribosome-recycling factor
CPMPOPCK_00184	CDS	354	dxr_1	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
CPMPOPCK_00185	CDS	666	dxr_2	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
CPMPOPCK_00186	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
CPMPOPCK_00187	CDS	153				hypothetical protein
CPMPOPCK_00188	CDS	750	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
CPMPOPCK_00189	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
CPMPOPCK_00190	CDS	2433	bamA		COG4775	Outer membrane protein assembly factor BamA
CPMPOPCK_00191	CDS	486	skp		COG2825	Chaperone protein Skp
CPMPOPCK_00192	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
CPMPOPCK_00193	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
CPMPOPCK_00194	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
CPMPOPCK_00195	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
CPMPOPCK_00196	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
CPMPOPCK_00197	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
CPMPOPCK_00198	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
CPMPOPCK_00199	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
CPMPOPCK_00200	CDS	390				hypothetical protein
CPMPOPCK_00201	CDS	1314	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
CPMPOPCK_00202	CDS	261	rof		COG4568	Protein rof
CPMPOPCK_00203	CDS	201				hypothetical protein
CPMPOPCK_00204	CDS	546	yaeQ		COG4681	putative protein YaeQ
CPMPOPCK_00205	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
CPMPOPCK_00206	CDS	711	nlpE		COG3015	Lipoprotein NlpE
CPMPOPCK_00207	CDS	603				IS3 family transposase IS1397
CPMPOPCK_00208	CDS	522				IS3 family transposase IS1397
CPMPOPCK_00209	CDS	825				hypothetical protein
CPMPOPCK_00210	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
CPMPOPCK_00211	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
CPMPOPCK_00212	CDS	405	rcsF			Outer membrane lipoprotein RcsF
CPMPOPCK_00213	CDS	813	metQ		COG1464	D-methionine-binding lipoprotein MetQ
CPMPOPCK_00214	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
CPMPOPCK_00215	CDS	1032	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
CPMPOPCK_00216	CDS	573	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
CPMPOPCK_00217	rRNA	1538				16S ribosomal RNA
CPMPOPCK_00218	tRNA	77				tRNA-Glu(ttc)
CPMPOPCK_00219	rRNA	2901				23S ribosomal RNA
CPMPOPCK_00220	rRNA	111				5S ribosomal RNA
CPMPOPCK_00221	tRNA	77				tRNA-Asp(gtc)
CPMPOPCK_00222	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
CPMPOPCK_00223	CDS	915	dmlR_1			HTH-type transcriptional regulator DmlR
CPMPOPCK_00224	CDS	825				hypothetical protein
CPMPOPCK_00225	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
CPMPOPCK_00226	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
CPMPOPCK_00227	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
CPMPOPCK_00228	CDS	723				hypothetical protein
CPMPOPCK_00229	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
CPMPOPCK_00230	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
CPMPOPCK_00231	tRNA	77				tRNA-Asp(gtc)
CPMPOPCK_00232	CDS	240				hypothetical protein
CPMPOPCK_00233	CDS	447				hypothetical protein
CPMPOPCK_00234	CDS	219				hypothetical protein
CPMPOPCK_00235	CDS	351				hypothetical protein
CPMPOPCK_00236	CDS	675				IS66 family transposase ISEc23
CPMPOPCK_00237	CDS	951				hypothetical protein
CPMPOPCK_00238	CDS	1134				IS110 family transposase ISEc45
CPMPOPCK_00239	CDS	186				IS66 family transposase IS682
CPMPOPCK_00240	CDS	687				IS630 family transposase IS630
CPMPOPCK_00241	CDS	225				hypothetical protein
CPMPOPCK_00242	CDS	519				hypothetical protein
CPMPOPCK_00243	CDS	243				hypothetical protein
CPMPOPCK_00244	CDS	552				hypothetical protein
CPMPOPCK_00245	CDS	216				hypothetical protein
CPMPOPCK_00246	CDS	756				IS21 family transposase ISEc10
CPMPOPCK_00247	CDS	378	cbtA_1			Cytoskeleton-binding toxin CbtA
CPMPOPCK_00248	CDS	465				hypothetical protein
CPMPOPCK_00249	CDS	645				hypothetical protein
CPMPOPCK_00250	CDS	222				hypothetical protein
CPMPOPCK_00251	CDS	477				hypothetical protein
CPMPOPCK_00252	CDS	474	klcA_1			Antirestriction protein KlcA
CPMPOPCK_00253	CDS	246				hypothetical protein
CPMPOPCK_00254	CDS	822				hypothetical protein
CPMPOPCK_00255	CDS	234				hypothetical protein
CPMPOPCK_00256	CDS	453				hypothetical protein
CPMPOPCK_00257	CDS	120				hypothetical protein
CPMPOPCK_00258	CDS	249				hypothetical protein
CPMPOPCK_00259	CDS	630				hypothetical protein
CPMPOPCK_00260	CDS	468				hypothetical protein
CPMPOPCK_00261	CDS	1071				hypothetical protein
CPMPOPCK_00262	CDS	906				hypothetical protein
CPMPOPCK_00263	CDS	1812	crfC_1		COG0699	Clamp-binding protein CrfC
CPMPOPCK_00264	CDS	348				hypothetical protein
CPMPOPCK_00265	CDS	294				hypothetical protein
CPMPOPCK_00266	CDS	1101				hypothetical protein
CPMPOPCK_00267	CDS	603	xerC_1			Tyrosine recombinase XerC
CPMPOPCK_00268	CDS	738				hypothetical protein
CPMPOPCK_00269	tRNA	75				tRNA-Gly(gcc)
CPMPOPCK_00270	CDS	2166	fatA_1			Ferric-anguibactin receptor FatA
CPMPOPCK_00271	CDS	990	btuF_2			Vitamin B12-binding protein
CPMPOPCK_00272	CDS	1059	hmuU_1		COG0609	Hemin transport system permease protein HmuU
CPMPOPCK_00273	CDS	768	fepC_1		COG1120	Ferric enterobactin transport ATP-binding protein FepC
CPMPOPCK_00274	CDS	258				hypothetical protein
CPMPOPCK_00275	CDS	126				hypothetical protein
CPMPOPCK_00276	CDS	603				hypothetical protein
CPMPOPCK_00277	CDS	207				hypothetical protein
CPMPOPCK_00278	CDS	792				hypothetical protein
CPMPOPCK_00279	CDS	600				hypothetical protein
CPMPOPCK_00280	CDS	384				hypothetical protein
CPMPOPCK_00281	CDS	426				hypothetical protein
CPMPOPCK_00282	CDS	567				hypothetical protein
CPMPOPCK_00283	CDS	198				hypothetical protein
CPMPOPCK_00284	CDS	639				hypothetical protein
CPMPOPCK_00285	CDS	1173	ogl	4.2.2.6	COG0823	Oligogalacturonate lyase
CPMPOPCK_00286	CDS	801	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
CPMPOPCK_00287	CDS	324				hypothetical protein
CPMPOPCK_00288	CDS	1515				hypothetical protein
CPMPOPCK_00289	CDS	2235	pelX	4.2.2.9		Pectate disaccharide-lyase
CPMPOPCK_00290	CDS	963				hypothetical protein
CPMPOPCK_00291	CDS	459				hypothetical protein
CPMPOPCK_00292	CDS	783	deoR_1		COG1349	Deoxyribose operon repressor
CPMPOPCK_00293	CDS	921	rbsK_1	2.7.1.15		Ribokinase
CPMPOPCK_00294	CDS	1317	fucP_1		COG0738	L-fucose-proton symporter
CPMPOPCK_00295	CDS	1014				hypothetical protein
CPMPOPCK_00296	CDS	255				hypothetical protein
CPMPOPCK_00297	CDS	1257	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
CPMPOPCK_00298	CDS	288	ulaB_1	2.7.1.194		Ascorbate-specific PTS system EIIB component
CPMPOPCK_00299	CDS	444	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
CPMPOPCK_00300	CDS	1032	gntR_1			HTH-type transcriptional regulator GntR
CPMPOPCK_00301	CDS	624				hypothetical protein
CPMPOPCK_00302	CDS	1107	shlB			Hemolysin transporter protein ShlB
CPMPOPCK_00303	CDS	435				hypothetical protein
CPMPOPCK_00304	CDS	9651	cdiA_1	3.1.-.-		tRNA nuclease CdiA
CPMPOPCK_00305	CDS	459				hypothetical protein
CPMPOPCK_00306	CDS	159				hypothetical protein
CPMPOPCK_00307	CDS	192				hypothetical protein
CPMPOPCK_00308	CDS	210				hypothetical protein
CPMPOPCK_00309	CDS	243	cdiA_2	3.1.-.-		tRNA nuclease CdiA
CPMPOPCK_00310	CDS	1125				IS256 family transposase ISEc39
CPMPOPCK_00311	CDS	273	papB_1			Major pilu subunit operon regulatory protein PapB
CPMPOPCK_00312	CDS	4116	pic	3.4.21.-		Serine protease pic autotransporter
CPMPOPCK_00313	CDS	888				IS3 family transposase IS629
CPMPOPCK_00314	CDS	327				IS3 family transposase IS3411
CPMPOPCK_00315	CDS	315				ISL3 family transposase ISEc38
CPMPOPCK_00316	CDS	480				hypothetical protein
CPMPOPCK_00317	CDS	1161				hypothetical protein
CPMPOPCK_00318	CDS	2148	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
CPMPOPCK_00319	CDS	1248	prsE			Type I secretion system membrane fusion protein PrsE
CPMPOPCK_00320	CDS	4833				hypothetical protein
CPMPOPCK_00321	CDS	483				hypothetical protein
CPMPOPCK_00322	CDS	510	rcsB_1			Transcriptional regulatory protein RcsB
CPMPOPCK_00323	CDS	465				IS630 family transposase ISEc40
CPMPOPCK_00324	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
CPMPOPCK_00325	CDS	474	ivy			Inhibitor of vertebrate lysozyme
CPMPOPCK_00326	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
CPMPOPCK_00327	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
CPMPOPCK_00328	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
CPMPOPCK_00329	CDS	741				hypothetical protein
CPMPOPCK_00330	CDS	759				hypothetical protein
CPMPOPCK_00331	CDS	1740	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
