locus_tag	ftype	length_bp	gene	EC_number	COG	product
IPNEBOMO_00057	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
IPNEBOMO_00058	CDS	201				hypothetical protein
IPNEBOMO_00059	CDS	1806	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
IPNEBOMO_00060	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
IPNEBOMO_00061	CDS	1920	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
IPNEBOMO_00062	CDS	1023				hypothetical protein
IPNEBOMO_00063	CDS	219				hypothetical protein
IPNEBOMO_00064	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
IPNEBOMO_00065	CDS	405	yhfA		COG1765	Protein YhfA
IPNEBOMO_00066	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
IPNEBOMO_00067	CDS	2091				hypothetical protein
IPNEBOMO_00068	CDS	1224	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
IPNEBOMO_00069	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
IPNEBOMO_00070	CDS	603	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
IPNEBOMO_00071	CDS	168	yhfG			putative protein YhfG
IPNEBOMO_00072	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
IPNEBOMO_00073	CDS	1182	tsgA		COG0477	Protein TsgA
IPNEBOMO_00074	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
IPNEBOMO_00075	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
IPNEBOMO_00076	CDS	807	nirC		COG2116	Nitrite transporter NirC
IPNEBOMO_00077	CDS	1374	cysG		COG0007	Siroheme synthase
IPNEBOMO_00078	CDS	168				hypothetical protein
IPNEBOMO_00079	CDS	1086	yhfS			putative protein YhfS
IPNEBOMO_00080	CDS	1305				hypothetical protein
IPNEBOMO_00081	CDS	354				hypothetical protein
IPNEBOMO_00082	CDS	879	php_1		COG1735	Phosphotriesterase homology protein
IPNEBOMO_00083	CDS	1227	deoB_1	5.4.2.7	COG1015	Phosphopentomutase
IPNEBOMO_00084	CDS	1164	yhfX		COG3457	putative protein YhfX
IPNEBOMO_00085	CDS	363				hypothetical protein
IPNEBOMO_00086	CDS	906				hypothetical protein
IPNEBOMO_00087	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
IPNEBOMO_00088	CDS	759	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
IPNEBOMO_00089	CDS	678	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
IPNEBOMO_00090	CDS	837	dam	2.1.1.72	COG0338	DNA adenine methylase
IPNEBOMO_00091	CDS	1287	damX		COG3266	Cell division protein DamX
IPNEBOMO_00092	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
IPNEBOMO_00093	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
IPNEBOMO_00094	CDS	1209	pilQ		COG4796	Type IV pilus biogenesis and competence protein PilQ
IPNEBOMO_00095	CDS	405				hypothetical protein
IPNEBOMO_00096	CDS	441				hypothetical protein
IPNEBOMO_00097	CDS	540				hypothetical protein
IPNEBOMO_00098	CDS	780				hypothetical protein
IPNEBOMO_00099	CDS	2553	mrcA		COG5009	Penicillin-binding protein 1A
IPNEBOMO_00100	CDS	561	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
IPNEBOMO_00101	CDS	2136	yrfF			Putative membrane protein IgaA 
IPNEBOMO_00102	CDS	669	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
IPNEBOMO_00103	CDS	402	hslR		COG1188	Heat shock protein 15
IPNEBOMO_00104	CDS	879	hslO		COG1281	33 kDa chaperonin
IPNEBOMO_00105	CDS	1725				hypothetical protein
IPNEBOMO_00106	CDS	1623	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
IPNEBOMO_00107	CDS	318	higB-2_1		COG2026	Toxin HigB-2
IPNEBOMO_00108	CDS	297				hypothetical protein
IPNEBOMO_00109	CDS	1353	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
IPNEBOMO_00110	CDS	720	ompR			Transcriptional regulatory protein OmpR
IPNEBOMO_00111	CDS	477	greB		COG0782	Transcription elongation factor GreB
IPNEBOMO_00112	CDS	2322	yhgF		COG2183	Protein YhgF
IPNEBOMO_00113	CDS	228	feoA		COG1918	Fe(2+) transport protein A
IPNEBOMO_00114	CDS	2322	feoB		COG0370	Fe(2+) transporter FeoB
IPNEBOMO_00115	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
IPNEBOMO_00116	CDS	894				ISNCY family transposase ISSen7
IPNEBOMO_00117	CDS	99				hypothetical protein
IPNEBOMO_00118	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
IPNEBOMO_00119	CDS	684	prs_1			Putative ribose-phosphate pyrophosphokinase
IPNEBOMO_00120	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
IPNEBOMO_00121	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
IPNEBOMO_00122	CDS	2082	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
IPNEBOMO_00123	CDS	2394	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
IPNEBOMO_00124	CDS	2706	malT		COG2909	HTH-type transcriptional regulator MalT
IPNEBOMO_00125	CDS	1017	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
IPNEBOMO_00126	CDS	1227	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
IPNEBOMO_00127	CDS	1599	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
IPNEBOMO_00128	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
IPNEBOMO_00129	CDS	831	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
IPNEBOMO_00130	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
IPNEBOMO_00131	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
IPNEBOMO_00132	CDS	267				hypothetical protein
IPNEBOMO_00133	CDS	993				hypothetical protein
IPNEBOMO_00134	CDS	1506				hypothetical protein
IPNEBOMO_00135	CDS	2448	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
IPNEBOMO_00136	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
IPNEBOMO_00137	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
IPNEBOMO_00138	CDS	1974	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
IPNEBOMO_00139	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
IPNEBOMO_00140	CDS	1104	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
IPNEBOMO_00141	CDS	594				hypothetical protein
IPNEBOMO_00142	CDS	1203				hypothetical protein
IPNEBOMO_00143	CDS	2097	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
IPNEBOMO_00144	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
IPNEBOMO_00145	CDS	528	gntK_1	2.7.1.12	COG3265	Thermoresistant gluconokinase
IPNEBOMO_00146	CDS	996	gntR_1			HTH-type transcriptional regulator GntR
IPNEBOMO_00147	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
IPNEBOMO_00148	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
IPNEBOMO_00149	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
IPNEBOMO_00150	CDS	1179				hypothetical protein
IPNEBOMO_00151	CDS	495				hypothetical protein
IPNEBOMO_00152	CDS	285				hypothetical protein
IPNEBOMO_00153	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
IPNEBOMO_00154	CDS	441	yhhA			putative protein YhhA
IPNEBOMO_00155	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
IPNEBOMO_00156	CDS	1071	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
IPNEBOMO_00157	CDS	846	lacG			Lactose transport system permease protein LacG
IPNEBOMO_00158	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
IPNEBOMO_00159	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
IPNEBOMO_00160	CDS	747				hypothetical protein
IPNEBOMO_00161	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
IPNEBOMO_00162	CDS	768	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
IPNEBOMO_00163	CDS	1278				hypothetical protein
IPNEBOMO_00164	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
IPNEBOMO_00165	CDS	1110	livK		COG0683	Leucine-specific-binding protein
IPNEBOMO_00166	CDS	384	panZ			PanD regulatory factor
IPNEBOMO_00167	CDS	1098	livJ		COG0683	Leu/Ile/Val-binding protein
IPNEBOMO_00168	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
IPNEBOMO_00169	CDS	1059	ftsX		COG2177	Cell division protein FtsX
IPNEBOMO_00170	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
IPNEBOMO_00171	CDS	1497	ftsY		COG0552	Signal recognition particle receptor FtsY
IPNEBOMO_00172	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
IPNEBOMO_00173	CDS	270				hypothetical protein
IPNEBOMO_00174	CDS	360				hypothetical protein
IPNEBOMO_00175	CDS	627				hypothetical protein
IPNEBOMO_00176	CDS	2199	zntA	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
IPNEBOMO_00177	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
IPNEBOMO_00178	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
IPNEBOMO_00179	CDS	558				hypothetical protein
IPNEBOMO_00180	CDS	1251	yhhS			putative MFS-type transporter YhhS
IPNEBOMO_00181	CDS	1050	yhhT_1		COG0628	Putative transport protein YhhT
IPNEBOMO_00182	CDS	588				hypothetical protein
IPNEBOMO_00183	CDS	1575	nikA		COG0747	Nickel-binding periplasmic protein
IPNEBOMO_00184	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
IPNEBOMO_00185	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
IPNEBOMO_00186	CDS	765	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
IPNEBOMO_00187	CDS	807	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
IPNEBOMO_00188	CDS	402	nikR		COG0864	Nickel-responsive regulator
IPNEBOMO_00189	CDS	1104	rhsC_1		COG3209	Protein RhsC
IPNEBOMO_00190	CDS	435	rhsC_2		COG3209	Protein RhsC
IPNEBOMO_00191	CDS	1191	rhsC_3		COG3209	Protein RhsC
IPNEBOMO_00192	CDS	1434				hypothetical protein
IPNEBOMO_00193	CDS	570				hypothetical protein
IPNEBOMO_00194	CDS	366				hypothetical protein
IPNEBOMO_00195	CDS	267	ybbC			putative protein YbbC
IPNEBOMO_00196	CDS	843	yibA			Protein YibA
IPNEBOMO_00197	CDS	660				hypothetical protein
IPNEBOMO_00198	CDS	480				hypothetical protein
IPNEBOMO_00199	CDS	435				ISAs1 family transposase ISEc1
IPNEBOMO_00200	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
IPNEBOMO_00201	CDS	2736	rbbA		COG0842	Ribosome-associated ATPase
IPNEBOMO_00202	CDS	1068				hypothetical protein
IPNEBOMO_00203	CDS	1623				hypothetical protein
IPNEBOMO_00204	CDS	1590				hypothetical protein
IPNEBOMO_00205	CDS	1053	yhiM			Inner membrane protein YhiM
IPNEBOMO_00206	CDS	1203			COG2081	putative protein
IPNEBOMO_00207	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
IPNEBOMO_00208	CDS	336	uspB			Universal stress protein B
IPNEBOMO_00209	CDS	435	uspA		COG0589	Universal stress protein A
IPNEBOMO_00210	CDS	1470	dtpB		COG3104	Dipeptide and tripeptide permease B
IPNEBOMO_00211	CDS	753	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
IPNEBOMO_00212	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
IPNEBOMO_00213	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
IPNEBOMO_00214	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
IPNEBOMO_00215	CDS	174				hypothetical protein
IPNEBOMO_00216	CDS	354				hypothetical protein
IPNEBOMO_00217	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
IPNEBOMO_00218	CDS	426	arsC	1.20.4.1		Arsenate reductase
IPNEBOMO_00219	CDS	297				hypothetical protein
IPNEBOMO_00220	CDS	1002				hypothetical protein
IPNEBOMO_00221	CDS	1224				hypothetical protein
IPNEBOMO_00222	CDS	567	slp_1		COG3065	Outer membrane protein Slp
IPNEBOMO_00223	CDS	531	dctR		COG2771	HTH-type transcriptional regulator DctR
IPNEBOMO_00224	CDS	1029	hemS		COG3720	Hemin transport protein HemS
IPNEBOMO_00225	CDS	1983	hemR		COG1629	Hemin receptor
IPNEBOMO_00226	CDS	915	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
IPNEBOMO_00227	CDS	1260	chuW	2.1.1.342		Anaerobilin synthase
IPNEBOMO_00228	CDS	495	hutX		COG3721	Intracellular heme transport protein HutX
IPNEBOMO_00229	CDS	624				hypothetical protein
IPNEBOMO_00230	CDS	957	hmuU		COG0609	Hemin transport system permease protein HmuU
IPNEBOMO_00231	CDS	771	hmuV	3.6.3.-		Hemin import ATP-binding protein HmuV
IPNEBOMO_00232	CDS	576	sapB_1		COG1285	Protein SapB
IPNEBOMO_00233	CDS	339	hdeB			Acid stress chaperone HdeB
IPNEBOMO_00234	CDS	333	hdeA			Acid stress chaperone HdeA
IPNEBOMO_00235	CDS	573	hdeD		COG3247	Protein HdeD
IPNEBOMO_00236	CDS	528	gadE			Transcriptional regulator GadE
IPNEBOMO_00237	CDS	279				hypothetical protein
IPNEBOMO_00238	CDS	1158	mdtE			Multidrug resistance protein MdtE
IPNEBOMO_00239	CDS	3114	mdtF		COG0841	Multidrug resistance protein MdtF
IPNEBOMO_00240	CDS	282				hypothetical protein
IPNEBOMO_00241	CDS	729	gadW			HTH-type transcriptional regulator GadW
IPNEBOMO_00242	CDS	825	gadX_1			HTH-type transcriptional regulator GadX
IPNEBOMO_00243	CDS	1401	gadA	4.1.1.15	COG0076	Glutamate decarboxylase alpha
IPNEBOMO_00244	CDS	1398				hypothetical protein
IPNEBOMO_00245	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
IPNEBOMO_00246	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
IPNEBOMO_00247	CDS	972	dmlR_1			HTH-type transcriptional regulator DmlR
IPNEBOMO_00248	CDS	1014	yhjD		COG1295	Inner membrane protein YhjD
IPNEBOMO_00249	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
IPNEBOMO_00250	CDS	2061				hypothetical protein
IPNEBOMO_00251	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
IPNEBOMO_00252	CDS	930	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
IPNEBOMO_00253	CDS	1497	yhjJ		COG0612	Protein YhjJ
IPNEBOMO_00254	CDS	1287	dctA_1		COG1301	Aerobic C4-dicarboxylate transport protein
IPNEBOMO_00255	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
IPNEBOMO_00256	CDS	3474	bcsC		COG0457	Cellulose synthase operon protein C
IPNEBOMO_00257	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
IPNEBOMO_00258	CDS	2304	bcsB			Cyclic di-GMP-binding protein
IPNEBOMO_00259	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
IPNEBOMO_00260	CDS	753	bcsQ			Cellulose biosynthesis protein BcsQ
IPNEBOMO_00261	CDS	189	yhjR			Protein YhjR
IPNEBOMO_00262	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
IPNEBOMO_00263	CDS	192				hypothetical protein
IPNEBOMO_00264	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
IPNEBOMO_00265	CDS	108	ldrD_1			Small toxic polypeptide LdrD
IPNEBOMO_00266	CDS	108	ldrD_2			Small toxic polypeptide LdrD
IPNEBOMO_00267	CDS	108	ldrD_3			Small toxic polypeptide LdrD
IPNEBOMO_00268	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
IPNEBOMO_00269	CDS	1005	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
IPNEBOMO_00270	CDS	984	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
IPNEBOMO_00271	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
IPNEBOMO_00272	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
IPNEBOMO_00273	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
IPNEBOMO_00274	tRNA	77				tRNA-Pro(cgg)
IPNEBOMO_00275	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
IPNEBOMO_00276	CDS	1209	yhjX			putative MFS-type transporter YhjX
IPNEBOMO_00277	CDS	699				hypothetical protein
IPNEBOMO_00278	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
IPNEBOMO_00279	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
IPNEBOMO_00280	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
IPNEBOMO_00281	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
IPNEBOMO_00282	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
IPNEBOMO_00283	CDS	711				hypothetical protein
IPNEBOMO_00284	CDS	291				hypothetical protein
IPNEBOMO_00285	CDS	213	cspA		COG1278	Cold shock protein CspA
IPNEBOMO_00286	CDS	213				hypothetical protein
IPNEBOMO_00287	CDS	366				IS3 family transposase IS150
IPNEBOMO_00288	CDS	522				IS3 family transposase IS103
IPNEBOMO_00289	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
IPNEBOMO_00290	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
IPNEBOMO_00291	CDS	309				hypothetical protein
IPNEBOMO_00292	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
IPNEBOMO_00293	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
IPNEBOMO_00294	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
IPNEBOMO_00295	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
IPNEBOMO_00296	CDS	1323	xylA	5.3.1.5		Xylose isomerase
IPNEBOMO_00297	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
IPNEBOMO_00298	CDS	1542	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
IPNEBOMO_00299	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
IPNEBOMO_00300	CDS	1179	xylR			Xylose operon regulatory protein
IPNEBOMO_00301	CDS	825				hypothetical protein
IPNEBOMO_00302	CDS	2031	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
IPNEBOMO_00303	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
IPNEBOMO_00304	CDS	474	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
IPNEBOMO_00305	CDS	849	yiaJ		COG1414	DNA-binding transcriptional repressor YiaJ
IPNEBOMO_00306	CDS	999	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
IPNEBOMO_00307	CDS	468	yhcH_1		COG2731	putative protein YhcH
IPNEBOMO_00308	CDS	474	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
IPNEBOMO_00309	CDS	1278	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
IPNEBOMO_00310	CDS	987	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
IPNEBOMO_00311	CDS	1497	lyx_1	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
IPNEBOMO_00312	CDS	663	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
IPNEBOMO_00313	CDS	861	ulaE_1	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
IPNEBOMO_00314	CDS	696	sgbE_1	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
IPNEBOMO_00315	CDS	816	rhaR_1			HTH-type transcriptional activator RhaR
IPNEBOMO_00316	CDS	1401	yicJ_1		COG2211	Inner membrane symporter YicJ
IPNEBOMO_00317	CDS	1971	hypBA1	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
IPNEBOMO_00318	CDS	741	mipA_1		COG3713	MltA-interacting protein
IPNEBOMO_00319	CDS	975				hypothetical protein
IPNEBOMO_00320	CDS	1137	yiaV		COG1566	Inner membrane protein YiaV
IPNEBOMO_00321	CDS	324	yiaW_1			Inner membrane protein YiaW
IPNEBOMO_00322	CDS	213				hypothetical protein
IPNEBOMO_00323	CDS	1539	aldB	1.2.1.-	COG1012	Aldehyde dehydrogenase B
IPNEBOMO_00324	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
IPNEBOMO_00325	CDS	1845	selB		COG3276	Selenocysteine-specific elongation factor
IPNEBOMO_00326	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
IPNEBOMO_00327	CDS	609	yibF		COG0625	putative GST-like protein YibF
IPNEBOMO_00328	CDS	1104	rhsC_4		COG3209	Protein RhsC
IPNEBOMO_00329	CDS	435	rhsC_5		COG3209	Protein RhsC
IPNEBOMO_00330	CDS	1191	rhsC_6		COG3209	Protein RhsC
IPNEBOMO_00331	CDS	1377				hypothetical protein
IPNEBOMO_00332	CDS	411				hypothetical protein
IPNEBOMO_00333	CDS	93				hypothetical protein
IPNEBOMO_00334	CDS	522				hypothetical protein
IPNEBOMO_00335	CDS	1137	yibH		COG1566	Inner membrane protein YibH
IPNEBOMO_00336	CDS	363	yiaW_2			Inner membrane protein YiaW
IPNEBOMO_00337	CDS	1914	mtlA_1		COG2213	PTS system mannitol-specific EIICBA component
