locus_tag	ftype	length_bp	gene	EC_number	COG	product
EMAHJDDK_00070	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
EMAHJDDK_00071	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
EMAHJDDK_00072	CDS	945	leuO			HTH-type transcriptional regulator LeuO
EMAHJDDK_00073	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
EMAHJDDK_00074	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
EMAHJDDK_00075	CDS	1005	cra		COG1609	Catabolite repressor/activator
EMAHJDDK_00076	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
EMAHJDDK_00077	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
EMAHJDDK_00078	CDS	366	ftsL		COG3116	Cell division protein FtsL
EMAHJDDK_00079	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
EMAHJDDK_00080	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
EMAHJDDK_00081	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
EMAHJDDK_00082	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
EMAHJDDK_00083	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
EMAHJDDK_00084	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
EMAHJDDK_00085	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
EMAHJDDK_00086	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
EMAHJDDK_00087	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
EMAHJDDK_00088	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
EMAHJDDK_00089	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
EMAHJDDK_00090	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
EMAHJDDK_00091	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
EMAHJDDK_00092	CDS	588	secM			Secretion monitor
EMAHJDDK_00093	CDS	2706	secA		COG0653	Protein translocase subunit SecA
EMAHJDDK_00094	CDS	390	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
EMAHJDDK_00095	CDS	198	yacG		COG3024	DNA gyrase inhibitor YacG
EMAHJDDK_00096	CDS	744	zapD		COG4582	Cell division protein ZapD
EMAHJDDK_00097	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
EMAHJDDK_00098	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
EMAHJDDK_00099	CDS	1203	epsF_1		COG1459	Type II secretion system protein F
EMAHJDDK_00100	CDS	1386	epsE_1		COG2804	Type II secretion system protein E
EMAHJDDK_00101	CDS	441				hypothetical protein
EMAHJDDK_00102	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
EMAHJDDK_00103	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
EMAHJDDK_00104	CDS	855	ampE		COG3725	Protein AmpE
EMAHJDDK_00105	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
EMAHJDDK_00106	CDS	765	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
EMAHJDDK_00107	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
EMAHJDDK_00108	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
EMAHJDDK_00109	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
EMAHJDDK_00110	CDS	1758				hypothetical protein
EMAHJDDK_00111	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
EMAHJDDK_00112	CDS	363				hypothetical protein
EMAHJDDK_00113	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
EMAHJDDK_00114	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
EMAHJDDK_00115	CDS	309				hypothetical protein
EMAHJDDK_00116	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
EMAHJDDK_00117	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
EMAHJDDK_00118	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
EMAHJDDK_00119	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
EMAHJDDK_00120	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
EMAHJDDK_00121	CDS	768	yadH		COG0842	Inner membrane transport permease YadH
EMAHJDDK_00122	CDS	441				hypothetical protein
EMAHJDDK_00123	CDS	1230				hypothetical protein
EMAHJDDK_00124	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
EMAHJDDK_00125	CDS	960				ISNCY family transposase ISRor2
EMAHJDDK_00126	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
EMAHJDDK_00127	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
EMAHJDDK_00128	CDS	1275	yadC			putative fimbrial-like protein YadC
EMAHJDDK_00129	CDS	597	yadK			putative fimbrial-like protein YadK
EMAHJDDK_00130	CDS	603	yadL			putative fimbrial-like protein YadL
EMAHJDDK_00131	CDS	570	yadM			putative fimbrial-like protein YadM
EMAHJDDK_00132	CDS	2601	htrE		COG3188	Outer membrane usher protein HtrE
EMAHJDDK_00133	CDS	741	yadV			putative fimbrial chaperone YadV
EMAHJDDK_00134	CDS	585	yadN			putative fimbrial-like protein YadN
EMAHJDDK_00135	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
EMAHJDDK_00136	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
EMAHJDDK_00137	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
EMAHJDDK_00138	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
EMAHJDDK_00139	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
EMAHJDDK_00140	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
EMAHJDDK_00141	CDS	2430	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
EMAHJDDK_00142	CDS	2535	mrcB		COG0744	Penicillin-binding protein 1B
EMAHJDDK_00143	CDS	2244	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
EMAHJDDK_00144	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
EMAHJDDK_00145	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
EMAHJDDK_00146	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
EMAHJDDK_00147	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
EMAHJDDK_00148	CDS	1422	clcA			H(+)/Cl(-) exchange transporter ClcA
EMAHJDDK_00149	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
EMAHJDDK_00150	CDS	624				hypothetical protein
EMAHJDDK_00151	CDS	801	btuF		COG0614	Vitamin B12-binding protein
EMAHJDDK_00152	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
EMAHJDDK_00153	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
EMAHJDDK_00154	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
EMAHJDDK_00155	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
EMAHJDDK_00156	CDS	387				hypothetical protein
EMAHJDDK_00157	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
EMAHJDDK_00158	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
EMAHJDDK_00159	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
EMAHJDDK_00160	CDS	726	rpsB		COG0052	30S ribosomal protein S2
EMAHJDDK_00161	CDS	852	tsf		COG0264	Elongation factor Ts
EMAHJDDK_00162	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
EMAHJDDK_00163	CDS	558	frr		COG0233	Ribosome-recycling factor
EMAHJDDK_00164	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
EMAHJDDK_00165	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
EMAHJDDK_00166	CDS	153				hypothetical protein
EMAHJDDK_00167	CDS	750	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
EMAHJDDK_00168	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
EMAHJDDK_00169	CDS	2433	bamA		COG4775	Outer membrane protein assembly factor BamA
EMAHJDDK_00170	CDS	486	skp		COG2825	Chaperone protein Skp
EMAHJDDK_00171	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
EMAHJDDK_00172	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
EMAHJDDK_00173	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
EMAHJDDK_00174	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
EMAHJDDK_00175	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
EMAHJDDK_00176	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
EMAHJDDK_00177	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
EMAHJDDK_00178	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
EMAHJDDK_00179	CDS	390				hypothetical protein
EMAHJDDK_00180	CDS	1299	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
EMAHJDDK_00181	CDS	261	rof		COG4568	Protein rof
EMAHJDDK_00182	CDS	201				hypothetical protein
EMAHJDDK_00183	CDS	546	yaeQ		COG4681	putative protein YaeQ
EMAHJDDK_00184	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
EMAHJDDK_00185	CDS	711	nlpE		COG3015	Lipoprotein NlpE
EMAHJDDK_00186	CDS	981				IS110 family transposase IS621
EMAHJDDK_00187	CDS	582				hypothetical protein
EMAHJDDK_00188	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
EMAHJDDK_00189	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
EMAHJDDK_00190	CDS	405	rcsF			Outer membrane lipoprotein RcsF
EMAHJDDK_00191	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
EMAHJDDK_00192	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
EMAHJDDK_00193	CDS	1032	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
EMAHJDDK_00194	CDS	573	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
EMAHJDDK_00195	rRNA	1538				16S ribosomal RNA
EMAHJDDK_00196	tRNA	77				tRNA-Ile(gat)
EMAHJDDK_00197	tRNA	76				tRNA-Ala(tgc)
EMAHJDDK_00198	rRNA	2901				23S ribosomal RNA
EMAHJDDK_00199	rRNA	111				5S ribosomal RNA
EMAHJDDK_00200	tRNA	77				tRNA-Asp(gtc)
EMAHJDDK_00201	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
EMAHJDDK_00202	CDS	1209			COG3385	IS4 family transposase ISVsa5
EMAHJDDK_00203	CDS	915	dmlR_1			HTH-type transcriptional regulator DmlR
EMAHJDDK_00204	CDS	780				hypothetical protein
EMAHJDDK_00205	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
EMAHJDDK_00206	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
EMAHJDDK_00207	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
EMAHJDDK_00208	CDS	723				hypothetical protein
EMAHJDDK_00209	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
EMAHJDDK_00210	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
EMAHJDDK_00211	tRNA	77				tRNA-Asp(gtc)
EMAHJDDK_00212	CDS	786				hypothetical protein
EMAHJDDK_00213	CDS	480				hypothetical protein
EMAHJDDK_00214	CDS	915				hypothetical protein
EMAHJDDK_00215	CDS	483	hcpA_1		COG3157	Major exported protein
EMAHJDDK_00216	CDS	1353				hypothetical protein
EMAHJDDK_00217	CDS	3525				hypothetical protein
EMAHJDDK_00218	CDS	1416				hypothetical protein
EMAHJDDK_00219	CDS	744				hypothetical protein
EMAHJDDK_00220	CDS	2760	clpV1_1		COG0542	Protein ClpV1
EMAHJDDK_00221	CDS	762				hypothetical protein
EMAHJDDK_00222	CDS	1332				hypothetical protein
EMAHJDDK_00223	CDS	525				hypothetical protein
EMAHJDDK_00224	CDS	1281				hypothetical protein
EMAHJDDK_00225	CDS	1083				hypothetical protein
EMAHJDDK_00226	CDS	1851				hypothetical protein
EMAHJDDK_00227	CDS	414				hypothetical protein
EMAHJDDK_00228	CDS	1476				hypothetical protein
EMAHJDDK_00229	CDS	225				hypothetical protein
EMAHJDDK_00230	CDS	501				hypothetical protein
EMAHJDDK_00231	CDS	519	hcpA_2		COG3157	Major exported protein
EMAHJDDK_00232	CDS	2142	vgrG1_1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
EMAHJDDK_00233	CDS	2505	rhsD_1		COG3209	Protein RhsD
EMAHJDDK_00234	CDS	1191	rhsD_2		COG3209	Protein RhsD
EMAHJDDK_00235	CDS	483				hypothetical protein
EMAHJDDK_00236	CDS	747				ISAs1 family transposase ISEc26
EMAHJDDK_00237	CDS	1044				ISAs1 family transposase ISEc1
EMAHJDDK_00238	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
EMAHJDDK_00239	CDS	447	ivy			Inhibitor of vertebrate lysozyme
EMAHJDDK_00240	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
EMAHJDDK_00241	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
EMAHJDDK_00242	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
EMAHJDDK_00243	CDS	741				hypothetical protein
EMAHJDDK_00244	CDS	279	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
EMAHJDDK_00245	CDS	261	dinJ			Antitoxin DinJ
EMAHJDDK_00246	CDS	774				hypothetical protein
EMAHJDDK_00247	CDS	357				hypothetical protein
EMAHJDDK_00248	CDS	279				hypothetical protein
EMAHJDDK_00249	CDS	1740	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
EMAHJDDK_00250	CDS	636	lafU		COG1360	Chemotaxis protein LafU
EMAHJDDK_00251	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
EMAHJDDK_00252	CDS	387	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
EMAHJDDK_00253	CDS	1209			COG3385	IS4 family transposase ISVsa5
EMAHJDDK_00254	CDS	1140	rtcB_1	6.5.1.-	COG1690	RNA-splicing ligase RtcB
EMAHJDDK_00255	CDS	615	prfB_1		COG1186	Peptide chain release factor RF2
EMAHJDDK_00256	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
EMAHJDDK_00257	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
EMAHJDDK_00258	CDS	1245				hypothetical protein
EMAHJDDK_00259	CDS	402	crl			Sigma factor-binding protein Crl
EMAHJDDK_00260	CDS	1056	phoE		COG3203	Outer membrane porin PhoE
EMAHJDDK_00261	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
EMAHJDDK_00262	CDS	1254	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
EMAHJDDK_00263	tRNA	76				tRNA-Thr(cgt)
EMAHJDDK_00264	CDS	1215	intS_1		COG0582	Prophage integrase IntS
EMAHJDDK_00265	CDS	798				hypothetical protein
EMAHJDDK_00266	CDS	198				hypothetical protein
EMAHJDDK_00267	CDS	801				hypothetical protein
EMAHJDDK_00268	CDS	306				hypothetical protein
EMAHJDDK_00269	CDS	366				hypothetical protein
EMAHJDDK_00270	CDS	366				hypothetical protein
EMAHJDDK_00271	CDS	201				hypothetical protein
EMAHJDDK_00272	CDS	291				hypothetical protein
EMAHJDDK_00273	CDS	2133				hypothetical protein
EMAHJDDK_00274	CDS	558	proQ_1			RNA chaperone ProQ
EMAHJDDK_00275	CDS	288				hypothetical protein
EMAHJDDK_00276	CDS	123				hypothetical protein
EMAHJDDK_00277	CDS	1143				hypothetical protein
EMAHJDDK_00278	CDS	324				hypothetical protein
EMAHJDDK_00279	CDS	168				hypothetical protein
EMAHJDDK_00280	CDS	273				hypothetical protein
EMAHJDDK_00281	CDS	528				hypothetical protein
EMAHJDDK_00282	CDS	984				hypothetical protein
EMAHJDDK_00283	CDS	981				hypothetical protein
EMAHJDDK_00284	CDS	96				hypothetical protein
EMAHJDDK_00285	CDS	411				hypothetical protein
EMAHJDDK_00286	CDS	957	paoD		COG1975	Molybdenum cofactor insertion chaperone PaoD
EMAHJDDK_00287	CDS	2199	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
EMAHJDDK_00288	CDS	957	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
EMAHJDDK_00289	CDS	690	paoA	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
EMAHJDDK_00290	CDS	615	yagU_1		COG3477	Inner membrane protein YagU
EMAHJDDK_00291	CDS	711	ecpE			putative fimbrial chaperone EcpE
EMAHJDDK_00292	CDS	1644	ecpD			Fimbria adhesin EcpD
EMAHJDDK_00293	CDS	2526	ecpC			putative outer membrane usher protein EcpC
EMAHJDDK_00294	CDS	669	ecpB			putative fimbrial chaperone EcpB
EMAHJDDK_00295	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
EMAHJDDK_00296	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
EMAHJDDK_00297	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
EMAHJDDK_00298	CDS	267	ykgM		COG0254	50S ribosomal protein L31 type B
EMAHJDDK_00299	CDS	102	ykgR			putative membrane protein YkgR
EMAHJDDK_00300	CDS	4254				hypothetical protein
EMAHJDDK_00301	CDS	858	rob_1		COG2207	Right origin-binding protein
EMAHJDDK_00302	CDS	594	rclC		COG3059	Inner membrane protein RclC
EMAHJDDK_00303	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
EMAHJDDK_00304	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
EMAHJDDK_00305	CDS	720	lutA_1		COG0247	Lactate utilization protein A
EMAHJDDK_00306	CDS	1428	lutB		COG1139	Lactate utilization protein B
EMAHJDDK_00307	CDS	696	lutC		COG1556	Lactate utilization protein C
EMAHJDDK_00308	CDS	666				hypothetical protein
EMAHJDDK_00309	CDS	1671	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
EMAHJDDK_00310	CDS	1473	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
EMAHJDDK_00311	CDS	588	betI		COG1309	HTH-type transcriptional regulator BetI
EMAHJDDK_00312	CDS	2034	betT		COG1292	High-affinity choline transport protein
EMAHJDDK_00313	CDS	3984				hypothetical protein
EMAHJDDK_00314	CDS	1089	pdeL	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeL
EMAHJDDK_00315	CDS	933	yahB_1			putative HTH-type transcriptional regulator YahB
EMAHJDDK_00316	CDS	498				hypothetical protein
EMAHJDDK_00317	CDS	606				hypothetical protein
EMAHJDDK_00318	CDS	864				hypothetical protein
EMAHJDDK_00319	CDS	1548	fdrA_1		COG0074	Protein FdrA
EMAHJDDK_00320	CDS	1419				hypothetical protein
EMAHJDDK_00321	CDS	951	arcC2	2.7.2.2		Carbamate kinase 2
EMAHJDDK_00322	CDS	1383				hypothetical protein
EMAHJDDK_00323	CDS	411				hypothetical protein
