locus_tag	ftype	length_bp	gene	EC_number	COG	product
OGPCIBBI_00038	CDS	1515	caiT_1		COG1292	L-carnitine/gamma-butyrobetaine antiporter
OGPCIBBI_00039	CDS	771	fixA_1		COG2086	Protein FixA
OGPCIBBI_00040	CDS	942	fixB_1		COG2025	Protein FixB
OGPCIBBI_00041	CDS	1287	thi4	2.4.2.59		Thiamine thiazole synthase
OGPCIBBI_00042	CDS	288	fixX_1		COG2440	Ferredoxin-like protein FixX
OGPCIBBI_00043	CDS	1332	ygcS_1			Inner membrane metabolite transport protein YgcS
OGPCIBBI_00044	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
OGPCIBBI_00045	CDS	1863	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
OGPCIBBI_00046	CDS	615				hypothetical protein
OGPCIBBI_00047	CDS	234				hypothetical protein
OGPCIBBI_00048	CDS	315	ccdB			Toxin CcdB
OGPCIBBI_00049	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
OGPCIBBI_00050	CDS	378	apaG		COG2967	Protein ApaG
OGPCIBBI_00051	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
OGPCIBBI_00052	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
OGPCIBBI_00053	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
OGPCIBBI_00054	CDS	2355	lptD		COG1452	LPS-assembly protein LptD
OGPCIBBI_00055	CDS	816	djlA		COG1076	Co-chaperone protein DjlA
OGPCIBBI_00056	CDS	738				hypothetical protein
OGPCIBBI_00057	CDS	660	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
OGPCIBBI_00058	CDS	2907	rapA_1	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
OGPCIBBI_00059	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
OGPCIBBI_00060	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
OGPCIBBI_00061	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
OGPCIBBI_00062	CDS	1701	araB	2.7.1.16	COG1069	Ribulokinase
OGPCIBBI_00063	CDS	879	araC			Arabinose operon regulatory protein
OGPCIBBI_00064	CDS	765	yabI		COG0586	Inner membrane protein YabI
OGPCIBBI_00065	CDS	699	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
OGPCIBBI_00066	CDS	1611				hypothetical protein
OGPCIBBI_00067	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
OGPCIBBI_00068	CDS	570				hypothetical protein
OGPCIBBI_00069	CDS	1659	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
OGPCIBBI_00070	CDS	132	sgrT			Putative inhibitor of glucose uptake transporter SgrT
OGPCIBBI_00071	CDS	606	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
OGPCIBBI_00072	CDS	1401	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
OGPCIBBI_00073	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
OGPCIBBI_00074	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
OGPCIBBI_00075	CDS	945	leuO			HTH-type transcriptional regulator LeuO
OGPCIBBI_00076	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
OGPCIBBI_00077	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
OGPCIBBI_00078	CDS	1005	cra		COG1609	Catabolite repressor/activator
OGPCIBBI_00079	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
OGPCIBBI_00080	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
OGPCIBBI_00081	CDS	366	ftsL		COG3116	Cell division protein FtsL
OGPCIBBI_00082	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
OGPCIBBI_00083	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
OGPCIBBI_00084	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
OGPCIBBI_00085	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
OGPCIBBI_00086	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
OGPCIBBI_00087	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
OGPCIBBI_00088	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
OGPCIBBI_00089	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
OGPCIBBI_00090	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
OGPCIBBI_00091	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
OGPCIBBI_00092	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
OGPCIBBI_00093	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
OGPCIBBI_00094	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
OGPCIBBI_00095	CDS	588	secM			Secretion monitor
OGPCIBBI_00096	CDS	2706	secA		COG0653	Protein translocase subunit SecA
OGPCIBBI_00097	CDS	390	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
OGPCIBBI_00098	CDS	198	yacG		COG3024	DNA gyrase inhibitor YacG
OGPCIBBI_00099	CDS	744	zapD		COG4582	Cell division protein ZapD
OGPCIBBI_00100	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
OGPCIBBI_00101	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
OGPCIBBI_00102	CDS	1203	epsF		COG1459	Type II secretion system protein F
OGPCIBBI_00103	CDS	1386	epsE		COG2804	Type II secretion system protein E
OGPCIBBI_00104	CDS	441				hypothetical protein
OGPCIBBI_00105	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
OGPCIBBI_00106	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
OGPCIBBI_00107	CDS	855	ampE		COG3725	Protein AmpE
OGPCIBBI_00108	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
OGPCIBBI_00109	CDS	765	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
OGPCIBBI_00110	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
OGPCIBBI_00111	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
OGPCIBBI_00112	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
OGPCIBBI_00113	CDS	1854				hypothetical protein
OGPCIBBI_00114	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
OGPCIBBI_00115	CDS	363				hypothetical protein
OGPCIBBI_00116	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
OGPCIBBI_00117	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
OGPCIBBI_00118	CDS	309				hypothetical protein
OGPCIBBI_00119	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
OGPCIBBI_00120	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
OGPCIBBI_00121	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
OGPCIBBI_00122	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
OGPCIBBI_00123	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
OGPCIBBI_00124	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
OGPCIBBI_00125	CDS	441				hypothetical protein
OGPCIBBI_00126	CDS	1230				hypothetical protein
OGPCIBBI_00127	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
OGPCIBBI_00128	CDS	903				ISNCY family transposase ISRor2
OGPCIBBI_00129	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
OGPCIBBI_00130	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
OGPCIBBI_00131	CDS	1110				hypothetical protein
OGPCIBBI_00132	CDS	591	yadK			putative fimbrial-like protein YadK
OGPCIBBI_00133	CDS	606	yadL			putative fimbrial-like protein YadL
OGPCIBBI_00134	CDS	549	yadM			putative fimbrial-like protein YadM
OGPCIBBI_00135	CDS	2601	htrE		COG3188	Outer membrane usher protein HtrE
OGPCIBBI_00136	CDS	726	yadV_1			putative fimbrial chaperone YadV
OGPCIBBI_00137	CDS	597	yadN			putative fimbrial-like protein YadN
OGPCIBBI_00138	CDS	483	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
OGPCIBBI_00139	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
OGPCIBBI_00140	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
OGPCIBBI_00141	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
OGPCIBBI_00142	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
OGPCIBBI_00143	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
OGPCIBBI_00144	CDS	2430	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
OGPCIBBI_00145	CDS	2535	mrcB		COG0744	Penicillin-binding protein 1B
OGPCIBBI_00146	CDS	2244	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
OGPCIBBI_00147	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
OGPCIBBI_00148	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
OGPCIBBI_00149	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
OGPCIBBI_00150	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
OGPCIBBI_00151	CDS	1422	clcA			H(+)/Cl(-) exchange transporter ClcA
OGPCIBBI_00152	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
OGPCIBBI_00153	CDS	624				hypothetical protein
OGPCIBBI_00154	CDS	801	btuF		COG0614	Vitamin B12-binding protein
OGPCIBBI_00155	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
OGPCIBBI_00156	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
OGPCIBBI_00157	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
OGPCIBBI_00158	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
OGPCIBBI_00159	CDS	387				hypothetical protein
OGPCIBBI_00160	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
OGPCIBBI_00161	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
OGPCIBBI_00162	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
OGPCIBBI_00163	CDS	726	rpsB		COG0052	30S ribosomal protein S2
OGPCIBBI_00164	CDS	852	tsf		COG0264	Elongation factor Ts
OGPCIBBI_00165	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
OGPCIBBI_00166	CDS	558	frr		COG0233	Ribosome-recycling factor
OGPCIBBI_00167	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
OGPCIBBI_00168	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
OGPCIBBI_00169	CDS	153				hypothetical protein
OGPCIBBI_00170	CDS	750	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
OGPCIBBI_00171	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
OGPCIBBI_00172	CDS	2433	bamA		COG4775	Outer membrane protein assembly factor BamA
OGPCIBBI_00173	CDS	486	skp		COG2825	Chaperone protein Skp
OGPCIBBI_00174	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
OGPCIBBI_00175	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
OGPCIBBI_00176	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
OGPCIBBI_00177	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
OGPCIBBI_00178	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
OGPCIBBI_00179	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
OGPCIBBI_00180	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
OGPCIBBI_00181	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
OGPCIBBI_00182	CDS	390				hypothetical protein
OGPCIBBI_00183	CDS	1296	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
OGPCIBBI_00184	CDS	261	rof		COG4568	Protein rof
OGPCIBBI_00185	CDS	201				hypothetical protein
OGPCIBBI_00186	CDS	546	yaeQ		COG4681	putative protein YaeQ
OGPCIBBI_00187	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
OGPCIBBI_00188	CDS	711	nlpE		COG3015	Lipoprotein NlpE
OGPCIBBI_00189	CDS	825				hypothetical protein
OGPCIBBI_00190	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
OGPCIBBI_00191	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
OGPCIBBI_00192	CDS	405	rcsF			Outer membrane lipoprotein RcsF
OGPCIBBI_00193	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
OGPCIBBI_00194	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
OGPCIBBI_00195	CDS	1032	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
OGPCIBBI_00196	CDS	576	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
OGPCIBBI_00197	rRNA	1538				16S ribosomal RNA
OGPCIBBI_00198	tRNA	77				tRNA-Ile(gat)
OGPCIBBI_00199	tRNA	76				tRNA-Ala(tgc)
OGPCIBBI_00200	rRNA	2902				23S ribosomal RNA
OGPCIBBI_00201	rRNA	111				5S ribosomal RNA
OGPCIBBI_00202	tRNA	77				tRNA-Asp(gtc)
OGPCIBBI_00203	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
OGPCIBBI_00204	CDS	915	dmlR_1			HTH-type transcriptional regulator DmlR
OGPCIBBI_00205	CDS	780				hypothetical protein
OGPCIBBI_00206	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
OGPCIBBI_00207	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
OGPCIBBI_00208	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
OGPCIBBI_00209	CDS	723				hypothetical protein
OGPCIBBI_00210	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
OGPCIBBI_00211	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
OGPCIBBI_00212	tRNA	77				tRNA-Asp(gtc)
OGPCIBBI_00213	CDS	801				hypothetical protein
OGPCIBBI_00214	CDS	297				hypothetical protein
OGPCIBBI_00215	CDS	450				hypothetical protein
OGPCIBBI_00216	CDS	597				hypothetical protein
OGPCIBBI_00217	CDS	192				hypothetical protein
OGPCIBBI_00218	CDS	480	hcpA_1		COG3157	Major exported protein
OGPCIBBI_00219	CDS	1410				hypothetical protein
OGPCIBBI_00220	CDS	3435				hypothetical protein
OGPCIBBI_00221	CDS	1413				hypothetical protein
OGPCIBBI_00222	CDS	744				hypothetical protein
OGPCIBBI_00223	CDS	2772	clpV1		COG0542	Protein ClpV1
OGPCIBBI_00224	CDS	762				hypothetical protein
OGPCIBBI_00225	CDS	1332				hypothetical protein
OGPCIBBI_00226	CDS	525				hypothetical protein
OGPCIBBI_00227	CDS	1281				hypothetical protein
OGPCIBBI_00228	CDS	1083				hypothetical protein
OGPCIBBI_00229	CDS	1851				hypothetical protein
OGPCIBBI_00230	CDS	414				hypothetical protein
OGPCIBBI_00231	CDS	1392				hypothetical protein
OGPCIBBI_00232	CDS	225				hypothetical protein
OGPCIBBI_00233	CDS	501				hypothetical protein
OGPCIBBI_00234	CDS	519	hcpA_2		COG3157	Major exported protein
OGPCIBBI_00235	CDS	2142				hypothetical protein
OGPCIBBI_00236	CDS	4233	rhsD_1		COG3209	Protein RhsD
OGPCIBBI_00237	CDS	717				hypothetical protein
OGPCIBBI_00238	CDS	1533				hypothetical protein
OGPCIBBI_00239	CDS	558				hypothetical protein
OGPCIBBI_00240	CDS	1062				ISAs1 family transposase ISEc1
OGPCIBBI_00241	CDS	1761	rhsD_2		COG3209	Protein RhsD
OGPCIBBI_00242	CDS	171				hypothetical protein
OGPCIBBI_00243	CDS	264				hypothetical protein
OGPCIBBI_00244	CDS	1173				ISAs1 family transposase ISEc26
OGPCIBBI_00245	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
OGPCIBBI_00246	CDS	447	ivy			Inhibitor of vertebrate lysozyme
OGPCIBBI_00247	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
OGPCIBBI_00248	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
OGPCIBBI_00249	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
OGPCIBBI_00250	CDS	741				hypothetical protein
OGPCIBBI_00251	CDS	279	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
OGPCIBBI_00252	CDS	261	dinJ			Antitoxin DinJ
OGPCIBBI_00253	CDS	627				hypothetical protein
OGPCIBBI_00254	CDS	297	rayT		COG1943	REP-associated tyrosine transposase
OGPCIBBI_00255	CDS	1740	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
OGPCIBBI_00256	CDS	636	lafU		COG1360	Chemotaxis protein LafU
OGPCIBBI_00257	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
OGPCIBBI_00258	CDS	294	yafN		COG2161	Antitoxin YafN
OGPCIBBI_00259	CDS	399	yafO	3.1.-.-		mRNA interferase toxin YafO
OGPCIBBI_00260	CDS	378	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
OGPCIBBI_00261	CDS	738	prfB_1			Peptide chain release factor 2
OGPCIBBI_00262	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
OGPCIBBI_00263	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
OGPCIBBI_00264	CDS	1245				hypothetical protein
OGPCIBBI_00265	CDS	402	crl			Sigma factor-binding protein Crl
OGPCIBBI_00266	CDS	1056	phoE		COG3203	Outer membrane porin PhoE
OGPCIBBI_00267	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
OGPCIBBI_00268	CDS	1254	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
OGPCIBBI_00269	tRNA	76				tRNA-Thr(cgt)
OGPCIBBI_00270	CDS	789	xerD_1			Tyrosine recombinase XerD
OGPCIBBI_00271	CDS	888				IS3 family transposase IS1203
OGPCIBBI_00272	CDS	327				IS3 family transposase IS3411
OGPCIBBI_00273	CDS	384				hypothetical protein
OGPCIBBI_00274	CDS	714	lexA_1	3.4.21.88		LexA repressor
OGPCIBBI_00275	CDS	201				hypothetical protein
OGPCIBBI_00276	CDS	294				hypothetical protein
OGPCIBBI_00277	CDS	609				hypothetical protein
OGPCIBBI_00278	CDS	375				hypothetical protein
OGPCIBBI_00279	CDS	312				hypothetical protein
OGPCIBBI_00280	CDS	795				hypothetical protein
OGPCIBBI_00281	CDS	594	tfaE_1			Prophage tail fiber assembly protein TfaE
OGPCIBBI_00282	CDS	444				hypothetical protein
OGPCIBBI_00283	CDS	411				hypothetical protein
OGPCIBBI_00284	CDS	555	hin_1		COG1961	DNA-invertase hin
OGPCIBBI_00285	CDS	885				hypothetical protein
OGPCIBBI_00286	CDS	744	ydeO_1		COG2207	HTH-type transcriptional regulator YdeO
OGPCIBBI_00287	CDS	354				IS3 family transposase ISEc48
OGPCIBBI_00288	CDS	153				hypothetical protein
OGPCIBBI_00289	CDS	1182	intS_1		COG0582	Prophage integrase IntS
OGPCIBBI_00290	CDS	417				hypothetical protein
OGPCIBBI_00291	CDS	618				hypothetical protein
OGPCIBBI_00292	CDS	459				hypothetical protein
OGPCIBBI_00293	CDS	633				hypothetical protein
OGPCIBBI_00294	CDS	390				hypothetical protein
OGPCIBBI_00295	CDS	567				hypothetical protein
OGPCIBBI_00296	CDS	273				hypothetical protein
OGPCIBBI_00297	CDS	552				hypothetical protein
OGPCIBBI_00298	CDS	753				hypothetical protein
OGPCIBBI_00299	CDS	261				hypothetical protein
OGPCIBBI_00300	CDS	558				hypothetical protein
OGPCIBBI_00301	CDS	222				hypothetical protein
OGPCIBBI_00302	CDS	324				hypothetical protein
OGPCIBBI_00303	CDS	2334				hypothetical protein
OGPCIBBI_00304	CDS	957				hypothetical protein
OGPCIBBI_00305	CDS	900	pgrR_1			HTH-type transcriptional regulator PgrR
OGPCIBBI_00306	CDS	723		1.-.-.-		putative oxidoreductase
OGPCIBBI_00307	CDS	231				hypothetical protein
OGPCIBBI_00308	CDS	903	pgrR_2			HTH-type transcriptional regulator PgrR
OGPCIBBI_00309	CDS	1059			COG1073	putative protein
OGPCIBBI_00310	CDS	1128	nepI_1		COG2814	Purine ribonucleoside efflux pump NepI
OGPCIBBI_00311	CDS	957	paoD		COG1975	Molybdenum cofactor insertion chaperone PaoD
OGPCIBBI_00312	CDS	2199	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
OGPCIBBI_00313	CDS	957	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
OGPCIBBI_00314	CDS	690	paoA	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
OGPCIBBI_00315	CDS	615	yagU		COG3477	Inner membrane protein YagU
OGPCIBBI_00316	CDS	711	ecpE			putative fimbrial chaperone EcpE
OGPCIBBI_00317	CDS	1644	ecpD			Fimbria adhesin EcpD
OGPCIBBI_00318	CDS	2526	ecpC			putative outer membrane usher protein EcpC
OGPCIBBI_00319	CDS	669	ecpB			putative fimbrial chaperone EcpB
OGPCIBBI_00320	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
OGPCIBBI_00321	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
OGPCIBBI_00322	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
OGPCIBBI_00323	CDS	267	ykgM_1		COG0254	50S ribosomal protein L31 type B
OGPCIBBI_00324	CDS	381				hypothetical protein
OGPCIBBI_00325	CDS	348				hypothetical protein
OGPCIBBI_00326	CDS	1539				IS66 family transposase ISEc8
OGPCIBBI_00327	CDS	102	ykgR			putative membrane protein YkgR
OGPCIBBI_00328	CDS	1143		1.-.-.-		NADH oxidase
OGPCIBBI_00329	CDS	921	ycjY_1		COG1073	putative protein YcjY
