locus_tag	ftype	length_bp	gene	EC_number	COG	product
MDILHPCE_00102	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
MDILHPCE_00103	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
MDILHPCE_00104	CDS	441				hypothetical protein
MDILHPCE_00105	CDS	1230				hypothetical protein
MDILHPCE_00106	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
MDILHPCE_00107	CDS	903				ISNCY family transposase ISSen7
MDILHPCE_00108	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
MDILHPCE_00109	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
MDILHPCE_00110	CDS	1239	yadC			putative fimbrial-like protein YadC
MDILHPCE_00111	CDS	597	yadK			putative fimbrial-like protein YadK
MDILHPCE_00112	CDS	606	yadL			putative fimbrial-like protein YadL
MDILHPCE_00113	CDS	570	yadM			putative fimbrial-like protein YadM
MDILHPCE_00114	CDS	2598	htrE		COG3188	Outer membrane usher protein HtrE
MDILHPCE_00115	CDS	741	yadV			putative fimbrial chaperone YadV
MDILHPCE_00116	CDS	585	yadN			putative fimbrial-like protein YadN
MDILHPCE_00117	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
MDILHPCE_00118	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
MDILHPCE_00119	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
MDILHPCE_00120	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
MDILHPCE_00121	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
MDILHPCE_00122	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
MDILHPCE_00123	CDS	2430	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
MDILHPCE_00124	CDS	2535	mrcB		COG0744	Penicillin-binding protein 1B
MDILHPCE_00125	CDS	2244	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
MDILHPCE_00126	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
MDILHPCE_00127	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
MDILHPCE_00128	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
MDILHPCE_00129	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
MDILHPCE_00130	CDS	1422	clcA			H(+)/Cl(-) exchange transporter ClcA
MDILHPCE_00131	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
MDILHPCE_00132	CDS	624				hypothetical protein
MDILHPCE_00133	CDS	801	btuF		COG0614	Vitamin B12-binding protein
MDILHPCE_00134	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
MDILHPCE_00135	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
MDILHPCE_00136	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
MDILHPCE_00137	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
MDILHPCE_00138	CDS	387				hypothetical protein
MDILHPCE_00139	CDS	744	lpxG	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
MDILHPCE_00140	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
MDILHPCE_00141	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
MDILHPCE_00142	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
MDILHPCE_00143	CDS	726	rpsB		COG0052	30S ribosomal protein S2
MDILHPCE_00144	CDS	852	tsf		COG0264	Elongation factor Ts
MDILHPCE_00145	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
MDILHPCE_00146	CDS	558	frr		COG0233	Ribosome-recycling factor
MDILHPCE_00147	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
MDILHPCE_00148	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
MDILHPCE_00149	CDS	153				hypothetical protein
MDILHPCE_00150	CDS	750	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
MDILHPCE_00151	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
MDILHPCE_00152	CDS	2433	bamA		COG4775	Outer membrane protein assembly factor BamA
MDILHPCE_00153	CDS	486	skp		COG2825	Chaperone protein Skp
MDILHPCE_00154	CDS	1026	lpxD_1	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
MDILHPCE_00155	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
MDILHPCE_00156	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
MDILHPCE_00157	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
MDILHPCE_00158	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
MDILHPCE_00159	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
MDILHPCE_00160	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
MDILHPCE_00161	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
MDILHPCE_00162	CDS	390				hypothetical protein
MDILHPCE_00163	CDS	1299	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
MDILHPCE_00164	CDS	261	rof		COG4568	Protein rof
MDILHPCE_00165	CDS	201				hypothetical protein
MDILHPCE_00166	CDS	546	yaeQ		COG4681	putative protein YaeQ
MDILHPCE_00167	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
MDILHPCE_00168	CDS	711	nlpE		COG3015	Lipoprotein NlpE
MDILHPCE_00169	CDS	825				hypothetical protein
MDILHPCE_00170	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
MDILHPCE_00171	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
MDILHPCE_00172	CDS	405	rcsF			Outer membrane lipoprotein RcsF
MDILHPCE_00173	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
MDILHPCE_00174	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
MDILHPCE_00175	CDS	1032	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
MDILHPCE_00176	CDS	576	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
MDILHPCE_00177	rRNA	1538				16S ribosomal RNA
MDILHPCE_00178	tRNA	77				tRNA-Ile(gat)
MDILHPCE_00179	tRNA	76				tRNA-Ala(tgc)
MDILHPCE_00180	rRNA	2901				23S ribosomal RNA
MDILHPCE_00181	rRNA	111				5S ribosomal RNA
MDILHPCE_00182	tRNA	77				tRNA-Asp(gtc)
MDILHPCE_00183	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
MDILHPCE_00184	CDS	915	dmlR_1			HTH-type transcriptional regulator DmlR
MDILHPCE_00185	CDS	780				hypothetical protein
MDILHPCE_00186	CDS	624	ycgJ	2.1.1.-		putative methyltransferase YcgJ
MDILHPCE_00187	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
MDILHPCE_00188	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
MDILHPCE_00189	CDS	723				hypothetical protein
MDILHPCE_00190	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
MDILHPCE_00191	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
MDILHPCE_00192	tRNA	77				tRNA-Asp(gtc)
MDILHPCE_00193	CDS	786				hypothetical protein
MDILHPCE_00194	CDS	480				hypothetical protein
MDILHPCE_00195	CDS	339				hypothetical protein
MDILHPCE_00196	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
MDILHPCE_00197	CDS	447	ivy			Inhibitor of vertebrate lysozyme
MDILHPCE_00198	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
MDILHPCE_00199	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
MDILHPCE_00200	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
MDILHPCE_00201	CDS	741				hypothetical protein
MDILHPCE_00202	CDS	279	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
MDILHPCE_00203	CDS	261	dinJ		COG3077	Antitoxin DinJ
MDILHPCE_00204	CDS	627				hypothetical protein
MDILHPCE_00205	CDS	498	rayT		COG1943	REP-associated tyrosine transposase
MDILHPCE_00206	CDS	1740	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
MDILHPCE_00207	CDS	636	lafU		COG1360	Chemotaxis protein LafU
MDILHPCE_00208	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
MDILHPCE_00209	CDS	294	yafN		COG2161	Antitoxin YafN
MDILHPCE_00210	CDS	399	yafO	3.1.-.-		mRNA interferase toxin YafO
MDILHPCE_00211	CDS	375	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
MDILHPCE_00212	CDS	267				hypothetical protein
MDILHPCE_00213	CDS	501	prfB_1			Peptide chain release factor 2
MDILHPCE_00214	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
MDILHPCE_00215	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
MDILHPCE_00216	CDS	1245				hypothetical protein
MDILHPCE_00217	CDS	402	crl			Sigma factor-binding protein Crl
MDILHPCE_00218	CDS	1056	phoE		COG3203	Outer membrane porin PhoE
MDILHPCE_00219	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
MDILHPCE_00220	CDS	1254	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
MDILHPCE_00221	tRNA	76				tRNA-Thr(cgt)
MDILHPCE_00222	CDS	105				hypothetical protein
MDILHPCE_00223	CDS	342	ykfI			Toxin YkfI
MDILHPCE_00224	CDS	318	yafW			Antitoxin YafW
MDILHPCE_00225	CDS	222				hypothetical protein
MDILHPCE_00226	CDS	477				hypothetical protein
MDILHPCE_00227	CDS	459	klcA_1			Antirestriction protein KlcA
MDILHPCE_00228	CDS	240				hypothetical protein
MDILHPCE_00229	CDS	468				hypothetical protein
MDILHPCE_00230	CDS	858				hypothetical protein
MDILHPCE_00231	CDS	822				hypothetical protein
MDILHPCE_00232	CDS	864	era_1			GTPase Era
MDILHPCE_00233	CDS	894	perR			HTH-type transcriptional regulator PerR
MDILHPCE_00234	CDS	369				hypothetical protein
MDILHPCE_00235	CDS	1152			COG2826	IS30 family transposase IS30
MDILHPCE_00236	CDS	240				hypothetical protein
MDILHPCE_00237	CDS	1146	ltrA		COG3344	Group II intron-encoded protein LtrA
MDILHPCE_00238	CDS	981			COG3039	IS5 family transposase IS5
MDILHPCE_00239	CDS	90				hypothetical protein
MDILHPCE_00240	CDS	1428	rocC		COG0833	Amino-acid permease RocC
MDILHPCE_00241	CDS	933	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
MDILHPCE_00242	CDS	1047	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
MDILHPCE_00243	CDS	363				hypothetical protein
MDILHPCE_00244	CDS	378			COG1662	IS1 family transposase IS1R
MDILHPCE_00245	CDS	276			COG1662	IS1 family transposase IS1D
MDILHPCE_00246	CDS	339				IS3 family transposase ISEhe3
MDILHPCE_00247	CDS	351	yfjZ_1			Antitoxin YfjZ
MDILHPCE_00248	CDS	1143				IS481 family transposase ISEc19
MDILHPCE_00249	CDS	909	yagE	4.1.2.51	COG0329	Putative 2-dehydro-3-deoxy-D-gluconate aldolase YagE
MDILHPCE_00250	CDS	1968	yagF	4.2.1.82	COG0129	D-xylonate dehydratase YagF
MDILHPCE_00251	CDS	1383	yagG		COG2211	Putative glycoside/cation symporter YagG
MDILHPCE_00252	CDS	1611	xynB	3.2.1.37	COG3507	Beta-xylosidase
MDILHPCE_00253	CDS	234	xynR_1		COG1414	HTH-type transcriptional regulator XynR
MDILHPCE_00254	CDS	522				IS3 family transposase IS103
MDILHPCE_00255	CDS	366				IS3 family transposase IS150
MDILHPCE_00256	CDS	498	xynR_2		COG1414	HTH-type transcriptional regulator XynR
MDILHPCE_00257	CDS	1005	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit F
MDILHPCE_00258	CDS	378			COG1662	IS1 family transposase IS1R
MDILHPCE_00259	CDS	276			COG1662	IS1 family transposase IS1D
MDILHPCE_00260	CDS	732				hypothetical protein
MDILHPCE_00261	CDS	627				hypothetical protein
MDILHPCE_00262	CDS	699				hypothetical protein
MDILHPCE_00263	CDS	855				hypothetical protein
MDILHPCE_00264	CDS	225	ykgV			Protein YkgV
MDILHPCE_00265	CDS	441				hypothetical protein
MDILHPCE_00266	CDS	1326	xerC_1			Tyrosine recombinase XerC
MDILHPCE_00267	CDS	411				hypothetical protein
MDILHPCE_00268	CDS	957	paoD		COG1975	Molybdenum cofactor insertion chaperone PaoD
MDILHPCE_00269	CDS	2199	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
MDILHPCE_00270	CDS	957	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
MDILHPCE_00271	CDS	690	paoA	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
MDILHPCE_00272	CDS	615	yagU		COG3477	Inner membrane protein YagU
MDILHPCE_00273	CDS	711	ecpE			putative fimbrial chaperone EcpE
MDILHPCE_00274	CDS	1644	ecpD			Fimbria adhesin EcpD
MDILHPCE_00275	CDS	2526	ecpC			putative outer membrane usher protein EcpC
MDILHPCE_00276	CDS	669	ecpB			putative fimbrial chaperone EcpB
MDILHPCE_00277	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
MDILHPCE_00278	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
MDILHPCE_00279	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
MDILHPCE_00280	CDS	267	ykgM		COG0254	50S ribosomal protein L31 type B
MDILHPCE_00281	CDS	102	ykgR			putative membrane protein YkgR
MDILHPCE_00282	CDS	888				hypothetical protein
MDILHPCE_00283	CDS	300				IS3 family transposase ISEc17
MDILHPCE_00284	CDS	867				IS3 family transposase IS3
MDILHPCE_00285	CDS	687	rhaR_1			HTH-type transcriptional activator RhaR
MDILHPCE_00286	CDS	594	rclC		COG3059	Inner membrane protein RclC
MDILHPCE_00287	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
MDILHPCE_00288	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
MDILHPCE_00289	CDS	720	lutA_1		COG0247	Lactate utilization protein A
MDILHPCE_00290	CDS	1428	lutB		COG1139	Lactate utilization protein B
MDILHPCE_00291	CDS	696	lutC		COG1556	Lactate utilization protein C
MDILHPCE_00292	CDS	669				hypothetical protein
MDILHPCE_00293	CDS	1671	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
MDILHPCE_00294	CDS	1473	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
MDILHPCE_00295	CDS	588	betI		COG1309	HTH-type transcriptional regulator BetI
MDILHPCE_00296	CDS	2034	betT		COG1292	High-affinity choline transport protein
MDILHPCE_00297	CDS	1089	pdeL	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeL
MDILHPCE_00298	CDS	933	yahB_1			putative HTH-type transcriptional regulator YahB
MDILHPCE_00299	CDS	498				hypothetical protein
MDILHPCE_00300	CDS	606				hypothetical protein
MDILHPCE_00301	CDS	864				hypothetical protein
MDILHPCE_00302	CDS	1548	fdrA_1		COG0074	Protein FdrA
MDILHPCE_00303	CDS	2127	nanT_1			Sialic acid transporter NanT
MDILHPCE_00304	CDS	540				hypothetical protein
MDILHPCE_00305	CDS	834	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
MDILHPCE_00306	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
MDILHPCE_00307	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
MDILHPCE_00308	CDS	774				hypothetical protein
MDILHPCE_00309	CDS	444	lpxD_2	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
MDILHPCE_00310	CDS	366				hypothetical protein
MDILHPCE_00311	CDS	906				IS3 family transposase IS2
MDILHPCE_00312	CDS	1197	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
MDILHPCE_00313	CDS	558	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
MDILHPCE_00314	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
MDILHPCE_00315	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
MDILHPCE_00316	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
MDILHPCE_00317	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
MDILHPCE_00318	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
MDILHPCE_00319	CDS	1461				hypothetical protein
MDILHPCE_00320	CDS	867				IS3 family transposase IS3
MDILHPCE_00321	CDS	300				IS3 family transposase ISEc17
MDILHPCE_00322	CDS	1398				hypothetical protein
MDILHPCE_00323	CDS	624	iprA			Inhibitor of hydrogen peroxide resistance
