locus_tag	ftype	length_bp	gene	EC_number	COG	product
CPCIEOCC_00074	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
CPCIEOCC_00075	CDS	1005	cra		COG1609	Catabolite repressor/activator
CPCIEOCC_00076	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
CPCIEOCC_00077	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
CPCIEOCC_00078	CDS	366	ftsL		COG3116	Cell division protein FtsL
CPCIEOCC_00079	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
CPCIEOCC_00080	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
CPCIEOCC_00081	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
CPCIEOCC_00082	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
CPCIEOCC_00083	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
CPCIEOCC_00084	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
CPCIEOCC_00085	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
CPCIEOCC_00086	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
CPCIEOCC_00087	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
CPCIEOCC_00088	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
CPCIEOCC_00089	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
CPCIEOCC_00090	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
CPCIEOCC_00091	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
CPCIEOCC_00092	CDS	588	secM			Secretion monitor
CPCIEOCC_00093	CDS	2706	secA		COG0653	Protein translocase subunit SecA
CPCIEOCC_00094	CDS	390	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
CPCIEOCC_00095	CDS	198	yacG		COG3024	DNA gyrase inhibitor YacG
CPCIEOCC_00096	CDS	744	zapD		COG4582	Cell division protein ZapD
CPCIEOCC_00097	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
CPCIEOCC_00098	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
CPCIEOCC_00099	CDS	1203	epsF_1		COG1459	Type II secretion system protein F
CPCIEOCC_00100	CDS	1386	epsE_1		COG2804	Type II secretion system protein E
CPCIEOCC_00101	CDS	441				hypothetical protein
CPCIEOCC_00102	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
CPCIEOCC_00103	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
CPCIEOCC_00104	CDS	855	ampE		COG3725	Protein AmpE
CPCIEOCC_00105	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
CPCIEOCC_00106	CDS	765	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
CPCIEOCC_00107	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
CPCIEOCC_00108	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
CPCIEOCC_00109	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
CPCIEOCC_00110	CDS	1758				hypothetical protein
CPCIEOCC_00111	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
CPCIEOCC_00112	CDS	363				hypothetical protein
CPCIEOCC_00113	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
CPCIEOCC_00114	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
CPCIEOCC_00115	CDS	309				hypothetical protein
CPCIEOCC_00116	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
CPCIEOCC_00117	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
CPCIEOCC_00118	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
CPCIEOCC_00119	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
CPCIEOCC_00120	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
CPCIEOCC_00121	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
CPCIEOCC_00122	CDS	441				hypothetical protein
CPCIEOCC_00123	CDS	1230				hypothetical protein
CPCIEOCC_00124	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
CPCIEOCC_00125	CDS	960				ISNCY family transposase ISRor2
CPCIEOCC_00126	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
CPCIEOCC_00127	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
CPCIEOCC_00128	CDS	1275	yadC			putative fimbrial-like protein YadC
CPCIEOCC_00129	CDS	597	yadK			putative fimbrial-like protein YadK
CPCIEOCC_00130	CDS	603	yadL			putative fimbrial-like protein YadL
CPCIEOCC_00131	CDS	384	yadM			putative fimbrial-like protein YadM
CPCIEOCC_00132	CDS	2601	htrE		COG3188	Outer membrane usher protein HtrE
CPCIEOCC_00133	CDS	741	yadV			putative fimbrial chaperone YadV
CPCIEOCC_00134	CDS	585	yadN			putative fimbrial-like protein YadN
CPCIEOCC_00135	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
CPCIEOCC_00136	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
CPCIEOCC_00137	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
CPCIEOCC_00138	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
CPCIEOCC_00139	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
CPCIEOCC_00140	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
CPCIEOCC_00141	CDS	2430	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
CPCIEOCC_00142	CDS	2535	mrcB		COG0744	Penicillin-binding protein 1B
CPCIEOCC_00143	CDS	2244	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
CPCIEOCC_00144	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
CPCIEOCC_00145	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
CPCIEOCC_00146	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
CPCIEOCC_00147	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
CPCIEOCC_00148	CDS	1422	clcA			H(+)/Cl(-) exchange transporter ClcA
CPCIEOCC_00149	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
CPCIEOCC_00150	CDS	624				hypothetical protein
CPCIEOCC_00151	CDS	801	btuF		COG0614	Vitamin B12-binding protein
CPCIEOCC_00152	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
CPCIEOCC_00153	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
CPCIEOCC_00154	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
CPCIEOCC_00155	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
CPCIEOCC_00156	CDS	387				hypothetical protein
CPCIEOCC_00157	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
CPCIEOCC_00158	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
CPCIEOCC_00159	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
CPCIEOCC_00160	CDS	726	rpsB		COG0052	30S ribosomal protein S2
CPCIEOCC_00161	CDS	852	tsf		COG0264	Elongation factor Ts
CPCIEOCC_00162	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
CPCIEOCC_00163	CDS	558	frr		COG0233	Ribosome-recycling factor
CPCIEOCC_00164	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
CPCIEOCC_00165	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
CPCIEOCC_00166	CDS	153				hypothetical protein
CPCIEOCC_00167	CDS	750	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
CPCIEOCC_00168	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
CPCIEOCC_00169	CDS	2433	bamA		COG4775	Outer membrane protein assembly factor BamA
CPCIEOCC_00170	CDS	486	skp		COG2825	Chaperone protein Skp
CPCIEOCC_00171	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
CPCIEOCC_00172	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
CPCIEOCC_00173	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
CPCIEOCC_00174	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
CPCIEOCC_00175	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
CPCIEOCC_00176	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
CPCIEOCC_00177	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
CPCIEOCC_00178	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
CPCIEOCC_00179	CDS	390				hypothetical protein
CPCIEOCC_00180	CDS	1299	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
CPCIEOCC_00181	CDS	261	rof		COG4568	Protein rof
CPCIEOCC_00182	CDS	201				hypothetical protein
CPCIEOCC_00183	CDS	546	yaeQ		COG4681	putative protein YaeQ
CPCIEOCC_00184	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
CPCIEOCC_00185	CDS	711	nlpE		COG3015	Lipoprotein NlpE
CPCIEOCC_00186	CDS	825				hypothetical protein
CPCIEOCC_00187	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
CPCIEOCC_00188	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
CPCIEOCC_00189	CDS	405	rcsF			Outer membrane lipoprotein RcsF
CPCIEOCC_00190	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
CPCIEOCC_00191	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
CPCIEOCC_00192	CDS	1032	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
CPCIEOCC_00193	CDS	576	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
CPCIEOCC_00194	rRNA	1538				16S ribosomal RNA
CPCIEOCC_00195	tRNA	77				tRNA-Ile(gat)
CPCIEOCC_00196	tRNA	76				tRNA-Ala(tgc)
CPCIEOCC_00197	rRNA	2901				23S ribosomal RNA
CPCIEOCC_00198	rRNA	111				5S ribosomal RNA
CPCIEOCC_00199	tRNA	77				tRNA-Asp(gtc)
CPCIEOCC_00200	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
CPCIEOCC_00201	CDS	915	dmlR_1			HTH-type transcriptional regulator DmlR
CPCIEOCC_00202	CDS	780				hypothetical protein
CPCIEOCC_00203	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
CPCIEOCC_00204	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
CPCIEOCC_00205	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
CPCIEOCC_00206	CDS	723				hypothetical protein
CPCIEOCC_00207	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
CPCIEOCC_00208	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
CPCIEOCC_00209	tRNA	77				tRNA-Asp(gtc)
CPCIEOCC_00210	CDS	786				hypothetical protein
CPCIEOCC_00211	CDS	480				hypothetical protein
CPCIEOCC_00212	CDS	915				hypothetical protein
CPCIEOCC_00213	CDS	483	hcpA_1		COG3157	Major exported protein
CPCIEOCC_00214	CDS	1353				hypothetical protein
CPCIEOCC_00215	CDS	3525				hypothetical protein
CPCIEOCC_00216	CDS	1413				hypothetical protein
CPCIEOCC_00217	CDS	744				hypothetical protein
CPCIEOCC_00218	CDS	2808	clpV1_1		COG0542	Protein ClpV1
CPCIEOCC_00219	CDS	762				hypothetical protein
CPCIEOCC_00220	CDS	1332				hypothetical protein
CPCIEOCC_00221	CDS	525				hypothetical protein
CPCIEOCC_00222	CDS	1281				hypothetical protein
CPCIEOCC_00223	CDS	1083				hypothetical protein
CPCIEOCC_00224	CDS	1851				hypothetical protein
CPCIEOCC_00225	CDS	414				hypothetical protein
CPCIEOCC_00226	CDS	1476				hypothetical protein
CPCIEOCC_00227	CDS	225				hypothetical protein
CPCIEOCC_00228	CDS	501				hypothetical protein
CPCIEOCC_00229	CDS	519	hcpA_2		COG3157	Major exported protein
CPCIEOCC_00230	CDS	2142	vgrG1_1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
CPCIEOCC_00231	CDS	4050	rhsD_1		COG3209	Protein RhsD
CPCIEOCC_00232	CDS	438				hypothetical protein
CPCIEOCC_00233	CDS	414				ISAs1 family transposase ISEc1
CPCIEOCC_00234	CDS	1137				ISAs1 family transposase ISEc1
CPCIEOCC_00235	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
CPCIEOCC_00236	CDS	447	ivy			Inhibitor of vertebrate lysozyme
CPCIEOCC_00237	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
CPCIEOCC_00238	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
CPCIEOCC_00239	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
CPCIEOCC_00240	CDS	741				hypothetical protein
CPCIEOCC_00241	CDS	279	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
CPCIEOCC_00242	CDS	261	dinJ			Antitoxin DinJ
CPCIEOCC_00243	CDS	774				hypothetical protein
CPCIEOCC_00244	CDS	357				hypothetical protein
CPCIEOCC_00245	CDS	279				hypothetical protein
CPCIEOCC_00246	CDS	2094	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
CPCIEOCC_00247	CDS	1140	flhB_1		COG1377	Flagellar biosynthetic protein FlhB
CPCIEOCC_00248	CDS	783	fliR_1		COG1684	Flagellar biosynthetic protein FliR
CPCIEOCC_00249	CDS	276				hypothetical protein
CPCIEOCC_00250	CDS	753	fliP_1		COG1338	Flagellar biosynthetic protein FliP
CPCIEOCC_00251	CDS	372				hypothetical protein
CPCIEOCC_00252	CDS	852				hypothetical protein
CPCIEOCC_00253	CDS	987	vnfA		COG3604	Nitrogen fixation protein VnfA
CPCIEOCC_00254	CDS	342	fliE_1			Flagellar hook-basal body complex protein FliE
CPCIEOCC_00255	CDS	1647	fliF_1		COG1766	Flagellar M-ring protein
CPCIEOCC_00256	CDS	1011	fliG_1		COG1536	Flagellar motor switch protein FliG
CPCIEOCC_00257	CDS	711				hypothetical protein
CPCIEOCC_00258	CDS	1338	fliI_1	7.1.2.2	COG1157	Flagellum-specific ATP synthase
CPCIEOCC_00259	CDS	435				hypothetical protein
CPCIEOCC_00260	CDS	396	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
CPCIEOCC_00261	CDS	696				hypothetical protein
CPCIEOCC_00262	CDS	189				hypothetical protein
CPCIEOCC_00263	CDS	582	hin		COG1961	DNA-invertase hin
CPCIEOCC_00264	CDS	996				hypothetical protein
CPCIEOCC_00265	CDS	534				hypothetical protein
CPCIEOCC_00266	CDS	528				hypothetical protein
CPCIEOCC_00267	CDS	1515				hypothetical protein
CPCIEOCC_00268	CDS	543				hypothetical protein
CPCIEOCC_00269	CDS	1083				hypothetical protein
CPCIEOCC_00270	CDS	438				hypothetical protein
CPCIEOCC_00271	CDS	594				hypothetical protein
CPCIEOCC_00272	CDS	1140				hypothetical protein
CPCIEOCC_00273	CDS	1488				hypothetical protein
CPCIEOCC_00274	CDS	2073				hypothetical protein
CPCIEOCC_00275	CDS	435				hypothetical protein
CPCIEOCC_00276	CDS	357				hypothetical protein
CPCIEOCC_00277	CDS	1488				hypothetical protein
CPCIEOCC_00278	CDS	207				hypothetical protein
CPCIEOCC_00279	CDS	549				hypothetical protein
CPCIEOCC_00280	CDS	426				hypothetical protein
CPCIEOCC_00281	CDS	411				hypothetical protein
CPCIEOCC_00282	CDS	918				hypothetical protein
CPCIEOCC_00283	CDS	1086				hypothetical protein
CPCIEOCC_00284	CDS	471				hypothetical protein
CPCIEOCC_00285	CDS	1320				hypothetical protein
CPCIEOCC_00286	CDS	1539				hypothetical protein
CPCIEOCC_00287	CDS	1656				hypothetical protein
CPCIEOCC_00288	CDS	576				hypothetical protein
CPCIEOCC_00289	CDS	291				hypothetical protein
CPCIEOCC_00290	CDS	300				hypothetical protein
CPCIEOCC_00291	CDS	195				hypothetical protein
CPCIEOCC_00292	CDS	387				hypothetical protein
CPCIEOCC_00293	CDS	516				hypothetical protein
CPCIEOCC_00294	CDS	423				hypothetical protein
CPCIEOCC_00295	CDS	120				hypothetical protein
CPCIEOCC_00296	CDS	363				hypothetical protein
CPCIEOCC_00297	CDS	219				hypothetical protein
CPCIEOCC_00298	CDS	390				hypothetical protein
CPCIEOCC_00299	CDS	552				hypothetical protein
CPCIEOCC_00300	CDS	267				hypothetical protein
CPCIEOCC_00301	CDS	303				hypothetical protein
CPCIEOCC_00302	CDS	183				hypothetical protein
CPCIEOCC_00303	CDS	531				hypothetical protein
CPCIEOCC_00304	CDS	531				hypothetical protein
CPCIEOCC_00305	CDS	525				hypothetical protein
CPCIEOCC_00306	CDS	300				hypothetical protein
CPCIEOCC_00307	CDS	420				hypothetical protein
CPCIEOCC_00308	CDS	264				hypothetical protein
CPCIEOCC_00309	CDS	231				hypothetical protein
CPCIEOCC_00310	CDS	228				hypothetical protein
CPCIEOCC_00311	CDS	939				hypothetical protein
CPCIEOCC_00312	CDS	1992				hypothetical protein
CPCIEOCC_00313	CDS	228				hypothetical protein
CPCIEOCC_00314	CDS	591				hypothetical protein
CPCIEOCC_00315	CDS	2445				hypothetical protein
CPCIEOCC_00316	CDS	930				hypothetical protein
CPCIEOCC_00317	CDS	429				hypothetical protein
CPCIEOCC_00318	CDS	279				hypothetical protein
CPCIEOCC_00319	CDS	738				hypothetical protein
CPCIEOCC_00320	CDS	336	flgB_1		COG1815	Flagellar basal body rod protein FlgB
CPCIEOCC_00321	CDS	432	flgC_1		COG1558	Flagellar basal-body rod protein FlgC
CPCIEOCC_00322	CDS	714				hypothetical protein
CPCIEOCC_00323	CDS	1203	flgE_1		COG1749	Flagellar hook protein FlgE
CPCIEOCC_00324	CDS	738	flgF_1		COG4787	Flagellar basal-body rod protein FlgF
CPCIEOCC_00325	CDS	786	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
CPCIEOCC_00326	CDS	744	flgH_1			Flagellar L-ring protein
CPCIEOCC_00327	CDS	1101	flgI_1			Flagellar P-ring protein
CPCIEOCC_00328	CDS	300				hypothetical protein
CPCIEOCC_00329	CDS	1377				hypothetical protein
CPCIEOCC_00330	CDS	930	flgL_1		COG1344	Flagellar hook-associated protein 3
CPCIEOCC_00331	CDS	978				hypothetical protein
CPCIEOCC_00332	CDS	843				hypothetical protein
CPCIEOCC_00333	CDS	1209			COG3385	IS4 family transposase ISVsa5
CPCIEOCC_00334	CDS	915	fliC1			Flagellin 1
CPCIEOCC_00335	CDS	1317	fliD_1		COG1345	Flagellar hook-associated protein 2
CPCIEOCC_00336	CDS	393	fliS_1		COG1516	Flagellar secretion chaperone FliS
CPCIEOCC_00337	CDS	312				hypothetical protein
CPCIEOCC_00338	CDS	1062				hypothetical protein
CPCIEOCC_00339	CDS	468				hypothetical protein
CPCIEOCC_00340	CDS	717	lafS		COG1191	RNA polymerase sigma factor for flagellar operon
