locus_tag	ftype	length_bp	gene	EC_number	COG	product
FCNMIJMK_00056	CDS	2355	lptD		COG1452	LPS-assembly protein LptD
FCNMIJMK_00057	CDS	816	djlA		COG1076	Co-chaperone protein DjlA
FCNMIJMK_00058	CDS	660	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
FCNMIJMK_00059	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
FCNMIJMK_00060	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
FCNMIJMK_00061	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
FCNMIJMK_00062	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
FCNMIJMK_00063	CDS	1701	araB_1	2.7.1.16	COG1069	Ribulokinase
FCNMIJMK_00064	CDS	879	araC			Arabinose operon regulatory protein
FCNMIJMK_00065	CDS	765	yabI		COG0586	Inner membrane protein YabI
FCNMIJMK_00066	CDS	699	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
FCNMIJMK_00067	CDS	1611				hypothetical protein
FCNMIJMK_00068	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
FCNMIJMK_00069	CDS	1656	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
FCNMIJMK_00070	CDS	132	sgrT			Putative inhibitor of glucose uptake transporter SgrT
FCNMIJMK_00071	CDS	1179	setA			Sugar efflux transporter A
FCNMIJMK_00072	CDS	606	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
FCNMIJMK_00073	CDS	1401	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
FCNMIJMK_00074	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
FCNMIJMK_00075	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
FCNMIJMK_00076	CDS	945	leuO			HTH-type transcriptional regulator LeuO
FCNMIJMK_00077	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
FCNMIJMK_00078	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
FCNMIJMK_00079	CDS	1005	cra_1		COG1609	Catabolite repressor/activator
FCNMIJMK_00080	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
FCNMIJMK_00081	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
FCNMIJMK_00082	CDS	366	ftsL		COG3116	Cell division protein FtsL
FCNMIJMK_00083	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
FCNMIJMK_00084	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
FCNMIJMK_00085	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
FCNMIJMK_00086	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
FCNMIJMK_00087	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
FCNMIJMK_00088	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
FCNMIJMK_00089	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
FCNMIJMK_00090	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
FCNMIJMK_00091	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
FCNMIJMK_00092	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
FCNMIJMK_00093	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
FCNMIJMK_00094	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
FCNMIJMK_00095	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
FCNMIJMK_00096	CDS	588	secM			Secretion monitor
FCNMIJMK_00097	CDS	2706	secA		COG0653	Protein translocase subunit SecA
FCNMIJMK_00098	CDS	390	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
FCNMIJMK_00099	CDS	198	yacG		COG3024	DNA gyrase inhibitor YacG
FCNMIJMK_00100	CDS	744	zapD		COG4582	Cell division protein ZapD
FCNMIJMK_00101	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
FCNMIJMK_00102	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
FCNMIJMK_00103	CDS	1203	epsF_1		COG1459	Type II secretion system protein F
FCNMIJMK_00104	CDS	1386	epsE_1		COG2804	Type II secretion system protein E
FCNMIJMK_00105	CDS	441				hypothetical protein
FCNMIJMK_00106	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
FCNMIJMK_00107	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
FCNMIJMK_00108	CDS	855	ampE		COG3725	Protein AmpE
FCNMIJMK_00109	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
FCNMIJMK_00110	CDS	765	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
FCNMIJMK_00111	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
FCNMIJMK_00112	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
FCNMIJMK_00113	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
FCNMIJMK_00114	CDS	1854				hypothetical protein
FCNMIJMK_00115	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
FCNMIJMK_00116	CDS	363				hypothetical protein
FCNMIJMK_00117	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
FCNMIJMK_00118	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
FCNMIJMK_00119	CDS	309				hypothetical protein
FCNMIJMK_00120	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
FCNMIJMK_00121	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
FCNMIJMK_00122	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
FCNMIJMK_00123	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
FCNMIJMK_00124	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
FCNMIJMK_00125	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
FCNMIJMK_00126	CDS	441				hypothetical protein
FCNMIJMK_00127	CDS	1230				hypothetical protein
FCNMIJMK_00128	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
FCNMIJMK_00129	CDS	903				ISNCY family transposase ISSen7
FCNMIJMK_00130	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
FCNMIJMK_00131	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
FCNMIJMK_00132	CDS	1275	yadC			putative fimbrial-like protein YadC
FCNMIJMK_00133	CDS	597	yadK			putative fimbrial-like protein YadK
FCNMIJMK_00134	CDS	603	yadL			putative fimbrial-like protein YadL
FCNMIJMK_00135	CDS	384	yadM			putative fimbrial-like protein YadM
FCNMIJMK_00136	CDS	2601	htrE		COG3188	Outer membrane usher protein HtrE
FCNMIJMK_00137	CDS	741	yadV			putative fimbrial chaperone YadV
FCNMIJMK_00138	CDS	585	yadN			putative fimbrial-like protein YadN
FCNMIJMK_00139	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
FCNMIJMK_00140	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
FCNMIJMK_00141	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
FCNMIJMK_00142	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
FCNMIJMK_00143	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
FCNMIJMK_00144	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
FCNMIJMK_00145	CDS	2430	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
FCNMIJMK_00146	CDS	2526	mrcB		COG0744	Penicillin-binding protein 1B
FCNMIJMK_00147	CDS	2244	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
FCNMIJMK_00148	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
FCNMIJMK_00149	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
FCNMIJMK_00150	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
FCNMIJMK_00151	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
FCNMIJMK_00152	CDS	1422	clcA			H(+)/Cl(-) exchange transporter ClcA
FCNMIJMK_00153	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
FCNMIJMK_00154	CDS	624				hypothetical protein
FCNMIJMK_00155	CDS	801	btuF		COG0614	Vitamin B12-binding protein
FCNMIJMK_00156	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
FCNMIJMK_00157	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
FCNMIJMK_00158	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
FCNMIJMK_00159	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
FCNMIJMK_00160	CDS	387				hypothetical protein
FCNMIJMK_00161	CDS	813	lpxG	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
FCNMIJMK_00162	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
FCNMIJMK_00163	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
FCNMIJMK_00164	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
FCNMIJMK_00165	CDS	726	rpsB		COG0052	30S ribosomal protein S2
FCNMIJMK_00166	CDS	852	tsf		COG0264	Elongation factor Ts
FCNMIJMK_00167	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
FCNMIJMK_00168	CDS	558	frr		COG0233	Ribosome-recycling factor
FCNMIJMK_00169	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
FCNMIJMK_00170	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
FCNMIJMK_00171	CDS	153				hypothetical protein
FCNMIJMK_00172	CDS	750	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
FCNMIJMK_00173	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
FCNMIJMK_00174	CDS	2433	bamA		COG4775	Outer membrane protein assembly factor BamA
FCNMIJMK_00175	CDS	486	skp		COG2825	Chaperone protein Skp
FCNMIJMK_00176	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
FCNMIJMK_00177	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
FCNMIJMK_00178	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
FCNMIJMK_00179	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
FCNMIJMK_00180	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
FCNMIJMK_00181	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
FCNMIJMK_00182	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
FCNMIJMK_00183	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
FCNMIJMK_00184	CDS	390				hypothetical protein
FCNMIJMK_00185	CDS	1299	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
FCNMIJMK_00186	CDS	261	rof		COG4568	Protein rof
FCNMIJMK_00187	CDS	201				hypothetical protein
FCNMIJMK_00188	CDS	546	yaeQ		COG4681	putative protein YaeQ
FCNMIJMK_00189	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
FCNMIJMK_00190	CDS	711	nlpE		COG3015	Lipoprotein NlpE
FCNMIJMK_00191	CDS	825				hypothetical protein
FCNMIJMK_00192	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
FCNMIJMK_00193	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
FCNMIJMK_00194	CDS	405	rcsF			Outer membrane lipoprotein RcsF
FCNMIJMK_00195	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
FCNMIJMK_00196	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
FCNMIJMK_00197	CDS	1032	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
FCNMIJMK_00198	CDS	573	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
FCNMIJMK_00199	rRNA	1538				16S ribosomal RNA
FCNMIJMK_00200	tRNA	77				tRNA-Ile(gat)
FCNMIJMK_00201	tRNA	76				tRNA-Ala(tgc)
FCNMIJMK_00202	rRNA	2903				23S ribosomal RNA
FCNMIJMK_00203	rRNA	111				5S ribosomal RNA
FCNMIJMK_00204	tRNA	77				tRNA-Asp(gtc)
FCNMIJMK_00205	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
FCNMIJMK_00206	CDS	915	dmlR_1			HTH-type transcriptional regulator DmlR
FCNMIJMK_00207	CDS	780				hypothetical protein
FCNMIJMK_00208	CDS	624	ycgJ	2.1.1.-		putative methyltransferase YcgJ
FCNMIJMK_00209	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
FCNMIJMK_00210	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
FCNMIJMK_00211	CDS	723				hypothetical protein
FCNMIJMK_00212	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
FCNMIJMK_00213	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
FCNMIJMK_00214	tRNA	77				tRNA-Asp(gtc)
FCNMIJMK_00215	CDS	786				hypothetical protein
FCNMIJMK_00216	CDS	276			COG1662	IS1 family transposase IS1A
FCNMIJMK_00217	CDS	378			COG1662	IS1 family transposase IS1A
FCNMIJMK_00218	CDS	354				hypothetical protein
FCNMIJMK_00219	CDS	1137				ISAs1 family transposase ISEc1
FCNMIJMK_00220	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
FCNMIJMK_00221	CDS	447	ivy			Inhibitor of vertebrate lysozyme
FCNMIJMK_00222	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
FCNMIJMK_00223	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
FCNMIJMK_00224	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
FCNMIJMK_00225	CDS	741				hypothetical protein
FCNMIJMK_00226	CDS	279	yafQ	3.1.-.-		mRNA interferase toxin YafQ
FCNMIJMK_00227	CDS	261	dinJ			Antitoxin DinJ
FCNMIJMK_00228	CDS	774				hypothetical protein
FCNMIJMK_00229	CDS	498	rayT		COG1943	REP-associated tyrosine transposase
FCNMIJMK_00230	CDS	1740	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
FCNMIJMK_00231	CDS	636	lafU		COG1360	Chemotaxis protein LafU
FCNMIJMK_00232	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
FCNMIJMK_00233	CDS	294	yafN		COG2161	Antitoxin YafN
FCNMIJMK_00234	CDS	399	yafO	3.1.-.-		mRNA interferase toxin YafO
FCNMIJMK_00235	CDS	375	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
FCNMIJMK_00236	CDS	267				hypothetical protein
FCNMIJMK_00237	CDS	501	prfB_1			Peptide chain release factor 2
FCNMIJMK_00238	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
FCNMIJMK_00239	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
FCNMIJMK_00240	CDS	1245				hypothetical protein
FCNMIJMK_00241	CDS	402	crl			Sigma factor-binding protein Crl
FCNMIJMK_00242	CDS	276			COG1662	IS1 family transposase IS1A
FCNMIJMK_00243	CDS	378			COG1662	IS1 family transposase IS1R
FCNMIJMK_00244	CDS	1038	phoE		COG3203	Outer membrane porin PhoE
FCNMIJMK_00245	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
FCNMIJMK_00246	CDS	1254	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
FCNMIJMK_00247	tRNA	76				tRNA-Thr(cgt)
FCNMIJMK_00248	CDS	411				hypothetical protein
FCNMIJMK_00249	CDS	957	paoD		COG1975	Molybdenum cofactor insertion chaperone PaoD
FCNMIJMK_00250	CDS	2199	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
FCNMIJMK_00251	CDS	957	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
FCNMIJMK_00252	CDS	690	paoA	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
FCNMIJMK_00253	CDS	615	yagU		COG3477	Inner membrane protein YagU
FCNMIJMK_00254	CDS	711	ecpE			putative fimbrial chaperone EcpE
FCNMIJMK_00255	CDS	1644	ecpD			Fimbria adhesin EcpD
FCNMIJMK_00256	CDS	2526	ecpC			putative outer membrane usher protein EcpC
FCNMIJMK_00257	CDS	669	ecpB			putative fimbrial chaperone EcpB
FCNMIJMK_00258	CDS	636	ecpA			Common pilus major fimbrillin subunit EcpA
FCNMIJMK_00259	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
FCNMIJMK_00260	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
FCNMIJMK_00261	CDS	267	ykgM		COG0254	50S ribosomal protein L31 type B
FCNMIJMK_00262	CDS	102	ykgR			putative membrane protein YkgR
FCNMIJMK_00263	CDS	4257				hypothetical protein
FCNMIJMK_00264	CDS	159				hypothetical protein
FCNMIJMK_00265	CDS	852	rob_1		COG2207	Right origin-binding protein
FCNMIJMK_00266	CDS	594	rclC		COG3059	Inner membrane protein RclC
FCNMIJMK_00267	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
FCNMIJMK_00268	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
FCNMIJMK_00269	CDS	720	lutA_1		COG0247	Lactate utilization protein A
FCNMIJMK_00270	CDS	1428	lutB		COG1139	Lactate utilization protein B
FCNMIJMK_00271	CDS	696	lutC		COG1556	Lactate utilization protein C
FCNMIJMK_00272	CDS	669				hypothetical protein
FCNMIJMK_00273	CDS	1671	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
FCNMIJMK_00274	CDS	1473	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
FCNMIJMK_00275	CDS	588	betI		COG1309	HTH-type transcriptional regulator BetI
FCNMIJMK_00276	CDS	2034	betT		COG1292	High-affinity choline transport protein
FCNMIJMK_00277	CDS	1089	pdeL	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeL
FCNMIJMK_00278	CDS	933	yahB_1			putative HTH-type transcriptional regulator YahB
FCNMIJMK_00279	CDS	498				hypothetical protein
FCNMIJMK_00280	CDS	606				hypothetical protein
FCNMIJMK_00281	CDS	864				hypothetical protein
FCNMIJMK_00282	CDS	1548	fdrA_1		COG0074	Protein FdrA
FCNMIJMK_00283	CDS	1419				hypothetical protein
FCNMIJMK_00284	CDS	321				hypothetical protein
FCNMIJMK_00285	CDS	951	arcC1_1	2.7.2.2		Carbamate kinase 1
FCNMIJMK_00286	CDS	1383				hypothetical protein
FCNMIJMK_00287	CDS	1050	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
FCNMIJMK_00288	CDS	816				hypothetical protein
FCNMIJMK_00289	tRNA	81				tRNA-Ser(gga)
FCNMIJMK_00290	CDS	633	rhtC_1		COG1280	Threonine efflux protein
FCNMIJMK_00291	CDS	276				hypothetical protein
FCNMIJMK_00292	CDS	1587	prpR		COG1221	Propionate catabolism operon regulatory protein
FCNMIJMK_00293	CDS	891	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
FCNMIJMK_00294	CDS	447				hypothetical protein
FCNMIJMK_00295	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
FCNMIJMK_00296	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
FCNMIJMK_00297	CDS	1887	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
FCNMIJMK_00298	CDS	1260	codB_1		COG1457	Cytosine permease
FCNMIJMK_00299	CDS	1284	codA	3.5.4.1	COG0402	Cytosine deaminase
FCNMIJMK_00300	CDS	900	cynR_1			HTH-type transcriptional regulator CynR
FCNMIJMK_00301	CDS	660	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
FCNMIJMK_00302	CDS	471	cynS	4.2.1.104	COG1513	Cyanate hydratase
FCNMIJMK_00303	CDS	1182	yycB		COG2807	putative transporter YycB
FCNMIJMK_00304	CDS	621	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
FCNMIJMK_00305	CDS	1254	lacY			Lactose permease
FCNMIJMK_00306	CDS	3075	lacZ	3.2.1.23	COG3250	Beta-galactosidase
FCNMIJMK_00307	CDS	1092	lacI		COG1609	Lactose operon repressor
FCNMIJMK_00308	CDS	834				hypothetical protein
FCNMIJMK_00309	CDS	1665	mhpA	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
