locus_tag	ftype	length_bp	gene	EC_number	COG	product
BGNPKDDB_00063	CDS	1392	xanP		COG2233	Xanthine permease XanP
BGNPKDDB_00064	CDS	1206	gltS_1		COG0786	Sodium/glutamate symporter
BGNPKDDB_00065	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
BGNPKDDB_00066	CDS	690	trmH_1	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
BGNPKDDB_00067	CDS	2109	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
BGNPKDDB_00068	CDS	276	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
BGNPKDDB_00069	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
BGNPKDDB_00070	CDS	1683	ligB	6.5.1.2	COG0272	DNA ligase B
BGNPKDDB_00071	CDS	618				hypothetical protein
BGNPKDDB_00072	CDS	825				hypothetical protein
BGNPKDDB_00073	CDS	864				hypothetical protein
BGNPKDDB_00074	CDS	717	rph	2.7.7.56		Ribonuclease PH
BGNPKDDB_00075	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
BGNPKDDB_00076	CDS	597	slmA			Nucleoid occlusion factor SlmA
BGNPKDDB_00077	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
BGNPKDDB_00078	CDS	1221	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
BGNPKDDB_00079	CDS	669				hypothetical protein
BGNPKDDB_00080	CDS	237	rpmB		COG0227	50S ribosomal protein L28
BGNPKDDB_00081	CDS	168	rpmG		COG0267	50S ribosomal protein L33
BGNPKDDB_00082	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
BGNPKDDB_00083	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
BGNPKDDB_00084	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
BGNPKDDB_00085	CDS	1059	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
BGNPKDDB_00086	CDS	1125	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
BGNPKDDB_00087	CDS	798	rfaP	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
BGNPKDDB_00088	CDS	1017				hypothetical protein
BGNPKDDB_00089	CDS	996				hypothetical protein
BGNPKDDB_00090	CDS	693	rfaY	2.7.1.-		Lipopolysaccharide core heptose(II) kinase RfaY
BGNPKDDB_00091	CDS	1029	gspA		COG1442	General stress protein A
BGNPKDDB_00092	CDS	774				hypothetical protein
BGNPKDDB_00093	CDS	1254	rfaL			O-antigen ligase
BGNPKDDB_00094	CDS	960	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
BGNPKDDB_00095	CDS	1047	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
BGNPKDDB_00096	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
BGNPKDDB_00097	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
BGNPKDDB_00098	CDS	1026	tdh_1	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
BGNPKDDB_00099	CDS	1035	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BGNPKDDB_00100	CDS	960			COG2861	putative protein
BGNPKDDB_00101	CDS	1260	envC		COG4942	Murein hydrolase activator EnvC
BGNPKDDB_00102	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
BGNPKDDB_00103	CDS	432	yibN		COG0607	putative protein YibN
BGNPKDDB_00104	CDS	252	grxC		COG0695	Glutaredoxin 3
BGNPKDDB_00105	CDS	468	secB		COG1952	Protein-export protein SecB
BGNPKDDB_00106	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
BGNPKDDB_00107	CDS	822	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
BGNPKDDB_00108	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
BGNPKDDB_00109	CDS	1191	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
BGNPKDDB_00110	CDS	777	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
BGNPKDDB_00111	CDS	1656	lldP		COG1620	L-lactate permease
BGNPKDDB_00112	CDS	2367	upaG			Autotransporter adhesin UpaG
BGNPKDDB_00113	CDS	705	ehaG		COG5295	Autotransporter adhesin EhaG
BGNPKDDB_00114	CDS	684	sadB			Inner membrane lipoprotein SadB
BGNPKDDB_00115	CDS	120				hypothetical protein
BGNPKDDB_00116	CDS	363	yibL			putative protein YibL
BGNPKDDB_00117	CDS	210				hypothetical protein
BGNPKDDB_00118	CDS	588	mtlR		COG3722	Mannitol operon repressor
BGNPKDDB_00119	CDS	1149	mtlD_1	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
BGNPKDDB_00120	CDS	1914	mtlA_1		COG2213	PTS system mannitol-specific EIICBA component
BGNPKDDB_00121	CDS	363	yiaW_1			Inner membrane protein YiaW
BGNPKDDB_00122	CDS	1137	yibH		COG1566	Inner membrane protein YibH
BGNPKDDB_00123	CDS	522				hypothetical protein
BGNPKDDB_00124	CDS	858				hypothetical protein
BGNPKDDB_00125	CDS	744	yibA			Protein YibA
BGNPKDDB_00126	CDS	384				hypothetical protein
BGNPKDDB_00127	CDS	4236	rhsC		COG3209	Protein RhsC
BGNPKDDB_00128	CDS	609	yibF		COG0625	putative GST-like protein YibF
BGNPKDDB_00129	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
BGNPKDDB_00130	CDS	1845	selB		COG3276	Selenocysteine-specific elongation factor
BGNPKDDB_00131	CDS	1065	adhB	1.1.1.1		Alcohol dehydrogenase 2
BGNPKDDB_00132	CDS	1209			COG3385	IS4 family transposase ISVsa5
BGNPKDDB_00133	CDS	1296				hypothetical protein
BGNPKDDB_00134	CDS	1539	aldB	1.2.1.-	COG1012	Aldehyde dehydrogenase B
BGNPKDDB_00135	CDS	324	yiaW_2			Inner membrane protein YiaW
BGNPKDDB_00136	CDS	1137	yiaV		COG1566	Inner membrane protein YiaV
BGNPKDDB_00137	CDS	975				hypothetical protein
BGNPKDDB_00138	CDS	741	mipA_1		COG3713	MltA-interacting protein
BGNPKDDB_00139	CDS	1971	hypBA1	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
BGNPKDDB_00140	CDS	1401	yicJ_2		COG2211	Inner membrane symporter YicJ
BGNPKDDB_00141	CDS	816	rhaR_2			HTH-type transcriptional activator RhaR
BGNPKDDB_00142	CDS	474	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
BGNPKDDB_00143	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
BGNPKDDB_00144	CDS	2031	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
BGNPKDDB_00145	CDS	825				hypothetical protein
BGNPKDDB_00146	CDS	1179	xylR			Xylose operon regulatory protein
BGNPKDDB_00147	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
BGNPKDDB_00148	CDS	1542	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
BGNPKDDB_00149	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
BGNPKDDB_00150	CDS	1323	xylA	5.3.1.5		Xylose isomerase
BGNPKDDB_00151	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
BGNPKDDB_00152	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
BGNPKDDB_00153	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
BGNPKDDB_00154	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
BGNPKDDB_00155	CDS	300				hypothetical protein
BGNPKDDB_00156	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
BGNPKDDB_00157	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
BGNPKDDB_00158	CDS	213				hypothetical protein
BGNPKDDB_00159	CDS	213	cspA		COG1278	Cold shock protein CspA
BGNPKDDB_00160	CDS	291				hypothetical protein
BGNPKDDB_00161	CDS	711				hypothetical protein
BGNPKDDB_00162	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
BGNPKDDB_00163	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
BGNPKDDB_00164	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
BGNPKDDB_00165	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
BGNPKDDB_00166	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
BGNPKDDB_00167	CDS	699				hypothetical protein
BGNPKDDB_00168	CDS	1203	yhjX			putative MFS-type transporter YhjX
BGNPKDDB_00169	CDS	525	lpfA			putative major fimbrial subunit LpfA
BGNPKDDB_00170	CDS	687	lpfB			putative fimbrial chaperone LpfB
BGNPKDDB_00171	CDS	2574				hypothetical protein
BGNPKDDB_00172	CDS	1062	lpfD			putative minor fimbrial subunit LpfD
BGNPKDDB_00173	CDS	531	lpfE			putative fimbrial subunit LpfE
BGNPKDDB_00174	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
BGNPKDDB_00175	tRNA	77				tRNA-Pro(cgg)
BGNPKDDB_00176	CDS	219				hypothetical protein
BGNPKDDB_00177	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
BGNPKDDB_00178	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
BGNPKDDB_00179	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
BGNPKDDB_00180	CDS	984	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
BGNPKDDB_00181	CDS	1005	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
BGNPKDDB_00182	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
BGNPKDDB_00183	CDS	108	ldrD_1			Small toxic polypeptide LdrD
BGNPKDDB_00184	CDS	108	ldrD_2			Small toxic polypeptide LdrD
BGNPKDDB_00185	CDS	108	ldrD_3			Small toxic polypeptide LdrD
BGNPKDDB_00186	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
BGNPKDDB_00187	CDS	192				hypothetical protein
BGNPKDDB_00188	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
BGNPKDDB_00189	CDS	189	yhjR			Protein YhjR
BGNPKDDB_00190	CDS	753	bcsQ			Cellulose biosynthesis protein BcsQ
BGNPKDDB_00191	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
BGNPKDDB_00192	CDS	2304	bcsB			Cyclic di-GMP-binding protein
BGNPKDDB_00193	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
BGNPKDDB_00194	CDS	3474	bcsC		COG0457	Cellulose synthase operon protein C
BGNPKDDB_00195	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
BGNPKDDB_00196	CDS	1287	dctA_1		COG1301	Aerobic C4-dicarboxylate transport protein
BGNPKDDB_00197	CDS	1497	yhjJ		COG0612	Protein YhjJ
BGNPKDDB_00198	CDS	930	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
BGNPKDDB_00199	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
BGNPKDDB_00200	CDS	2061				hypothetical protein
BGNPKDDB_00201	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
BGNPKDDB_00202	CDS	1014	yhjD		COG1295	Inner membrane protein YhjD
BGNPKDDB_00203	CDS	972	dmlR_1			HTH-type transcriptional regulator DmlR
BGNPKDDB_00204	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
BGNPKDDB_00205	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
BGNPKDDB_00206	CDS	111				hypothetical protein
BGNPKDDB_00207	CDS	1398				hypothetical protein
BGNPKDDB_00208	CDS	1401	gadA	4.1.1.15	COG0076	Glutamate decarboxylase alpha
BGNPKDDB_00209	CDS	825	gadX_1			HTH-type transcriptional regulator GadX
BGNPKDDB_00210	CDS	729	gadW			HTH-type transcriptional regulator GadW
BGNPKDDB_00211	CDS	282				hypothetical protein
BGNPKDDB_00212	CDS	3114	mdtF_1		COG0841	Multidrug resistance protein MdtF
BGNPKDDB_00213	CDS	1158	mdtE			Multidrug resistance protein MdtE
BGNPKDDB_00214	CDS	279				hypothetical protein
BGNPKDDB_00215	CDS	528	gadE			Transcriptional regulator GadE
BGNPKDDB_00216	CDS	573	hdeD		COG3247	Protein HdeD
BGNPKDDB_00217	CDS	333	hdeA			Acid stress chaperone HdeA
BGNPKDDB_00218	CDS	339	hdeB			Acid stress chaperone HdeB
BGNPKDDB_00219	CDS	576	sapB_1		COG1285	Protein SapB
BGNPKDDB_00220	CDS	771	hmuV	3.6.3.-		Hemin import ATP-binding protein HmuV
BGNPKDDB_00221	CDS	957	hmuU		COG0609	Hemin transport system permease protein HmuU
BGNPKDDB_00222	CDS	624				hypothetical protein
BGNPKDDB_00223	CDS	495	hutX		COG3721	Intracellular heme transport protein HutX
BGNPKDDB_00224	CDS	1338	chuW	2.1.1.342		Anaerobilin synthase
BGNPKDDB_00225	CDS	915	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
BGNPKDDB_00226	CDS	1983	hemR		COG1629	Hemin receptor
BGNPKDDB_00227	CDS	1029	hemS		COG3720	Hemin transport protein HemS
BGNPKDDB_00228	CDS	531	dctR		COG2771	HTH-type transcriptional regulator DctR
BGNPKDDB_00229	CDS	567	slp_1		COG3065	Outer membrane protein Slp
BGNPKDDB_00230	CDS	1224				hypothetical protein
BGNPKDDB_00231	CDS	426	arsC	1.20.4.1		Arsenate reductase
BGNPKDDB_00232	CDS	174				hypothetical protein
BGNPKDDB_00233	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
BGNPKDDB_00234	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
BGNPKDDB_00235	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
BGNPKDDB_00236	CDS	759	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
BGNPKDDB_00237	CDS	711	rpe_1	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
BGNPKDDB_00238	CDS	558	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
BGNPKDDB_00239	CDS	651	hxpB_1	3.1.3.68	COG0637	Hexitol phosphatase B
BGNPKDDB_00240	CDS	1092	gldA_1	1.1.1.6	COG0371	Glycerol dehydrogenase
BGNPKDDB_00241	CDS	288	fruB_1		COG1925	Multiphosphoryl transfer protein
BGNPKDDB_00242	CDS	1173	mtlD_2	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
BGNPKDDB_00243	CDS	699	ydjF_1		COG1349	putative HTH-type transcriptional regulator YdjF
BGNPKDDB_00244	CDS	429	mtlF		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
BGNPKDDB_00245	CDS	1467	mtlA_2			PTS system mannitol-specific EIICB component
BGNPKDDB_00246	CDS	810	fabG2	1.-.-.-		putative oxidoreductase
BGNPKDDB_00247	CDS	1473	dtpB		COG3104	Dipeptide and tripeptide permease B
BGNPKDDB_00248	CDS	435	uspA		COG0589	Universal stress protein A
BGNPKDDB_00249	CDS	336	uspB			Universal stress protein B
BGNPKDDB_00250	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
BGNPKDDB_00251	CDS	1203			COG2081	putative protein
BGNPKDDB_00252	CDS	930	yhiM			Inner membrane protein YhiM
BGNPKDDB_00253	CDS	1209			COG3385	IS4 family transposase ISVsa5
BGNPKDDB_00254	CDS	1590				hypothetical protein
BGNPKDDB_00255	CDS	366				hypothetical protein
BGNPKDDB_00256	CDS	906				IS3 family transposase IS2
BGNPKDDB_00257	CDS	1563				hypothetical protein
BGNPKDDB_00258	CDS	1068				hypothetical protein
BGNPKDDB_00259	CDS	2736	rbbA		COG0842	Ribosome-associated ATPase
BGNPKDDB_00260	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
BGNPKDDB_00261	CDS	276				hypothetical protein
BGNPKDDB_00262	CDS	360				hypothetical protein
BGNPKDDB_00263	CDS	402	nikR		COG0864	Nickel-responsive regulator
BGNPKDDB_00264	CDS	807	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
BGNPKDDB_00265	CDS	765	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
BGNPKDDB_00266	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
BGNPKDDB_00267	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
BGNPKDDB_00268	CDS	1575	nikA		COG0747	Nickel-binding periplasmic protein
BGNPKDDB_00269	CDS	588				hypothetical protein
BGNPKDDB_00270	CDS	1230	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
BGNPKDDB_00271	CDS	732	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BGNPKDDB_00272	CDS	465				hypothetical protein
BGNPKDDB_00273	CDS	1170	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
BGNPKDDB_00274	CDS	585				hypothetical protein
BGNPKDDB_00275	CDS	2319				hypothetical protein
BGNPKDDB_00276	CDS	606	lolA_1			Outer-membrane lipoprotein carrier protein
BGNPKDDB_00277	CDS	423		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
BGNPKDDB_00278	CDS	1677				hypothetical protein
BGNPKDDB_00279	CDS	354				hypothetical protein
BGNPKDDB_00280	CDS	1362				hypothetical protein
BGNPKDDB_00281	CDS	582				hypothetical protein
BGNPKDDB_00282	CDS	252	acpP_1		COG0236	Acyl carrier protein
BGNPKDDB_00283	CDS	258				hypothetical protein
BGNPKDDB_00284	CDS	822				hypothetical protein
BGNPKDDB_00285	CDS	723				hypothetical protein
BGNPKDDB_00286	CDS	1059	sfmM2	2.1.1.304		L-tyrosine C(3)-methyltransferase
BGNPKDDB_00287	CDS	378				hypothetical protein
BGNPKDDB_00288	CDS	1050	yhhT_1		COG0628	Putative transport protein YhhT
BGNPKDDB_00289	CDS	1251	yhhS			putative MFS-type transporter YhhS
BGNPKDDB_00290	CDS	558				hypothetical protein
BGNPKDDB_00291	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
BGNPKDDB_00292	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
BGNPKDDB_00293	CDS	309				hypothetical protein
BGNPKDDB_00294	CDS	2199	zntA	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
BGNPKDDB_00295	CDS	627				hypothetical protein
BGNPKDDB_00296	CDS	360				hypothetical protein
BGNPKDDB_00297	CDS	270				hypothetical protein
BGNPKDDB_00298	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
BGNPKDDB_00299	CDS	1497	ftsY		COG0552	Signal recognition particle receptor FtsY
BGNPKDDB_00300	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
BGNPKDDB_00301	CDS	1059	ftsX		COG2177	Cell division protein FtsX
BGNPKDDB_00302	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
BGNPKDDB_00303	CDS	1104	livJ		COG0683	Leu/Ile/Val-binding protein
BGNPKDDB_00304	CDS	267				hypothetical protein
BGNPKDDB_00305	CDS	528				hypothetical protein
BGNPKDDB_00306	CDS	384	panZ			PanD regulatory factor
BGNPKDDB_00307	CDS	1110	livK		COG0683	Leucine-specific-binding protein
BGNPKDDB_00308	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
BGNPKDDB_00309	CDS	1278				hypothetical protein
BGNPKDDB_00310	CDS	768	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BGNPKDDB_00311	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BGNPKDDB_00312	CDS	747				hypothetical protein
BGNPKDDB_00313	CDS	1317	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
BGNPKDDB_00314	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
BGNPKDDB_00315	CDS	846				hypothetical protein
BGNPKDDB_00316	CDS	1071	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
BGNPKDDB_00317	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
BGNPKDDB_00318	CDS	441	yhhA			putative protein YhhA
BGNPKDDB_00319	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
BGNPKDDB_00320	CDS	174				hypothetical protein
BGNPKDDB_00321	CDS	417				hypothetical protein
BGNPKDDB_00322	CDS	630				hypothetical protein
BGNPKDDB_00323	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
BGNPKDDB_00324	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
BGNPKDDB_00325	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
BGNPKDDB_00326	CDS	996	gntR_1			HTH-type transcriptional regulator GntR
BGNPKDDB_00327	CDS	528	gntK_1	2.7.1.12	COG3265	Thermoresistant gluconokinase
BGNPKDDB_00328	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
BGNPKDDB_00329	CDS	2097	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
BGNPKDDB_00330	CDS	1203				hypothetical protein
BGNPKDDB_00331	CDS	594				hypothetical protein
BGNPKDDB_00332	CDS	1104	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
BGNPKDDB_00333	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
BGNPKDDB_00334	CDS	1974	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
BGNPKDDB_00335	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
BGNPKDDB_00336	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
BGNPKDDB_00337	CDS	2448	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
BGNPKDDB_00338	CDS	1506				hypothetical protein
BGNPKDDB_00339	CDS	954				hypothetical protein
BGNPKDDB_00340	CDS	1209			COG3385	IS4 family transposase ISVsa5
BGNPKDDB_00341	CDS	603				hypothetical protein
BGNPKDDB_00342	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
