locus_tag	ftype	length_bp	gene	EC_number	COG	product
ELCDDENK_00025	CDS	1386	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
ELCDDENK_00026	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
ELCDDENK_00027	CDS	876				hypothetical protein
ELCDDENK_00028	CDS	903	yihR		COG2017	putative protein YihR
ELCDDENK_00029	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
ELCDDENK_00030	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
ELCDDENK_00031	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
ELCDDENK_00032	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
ELCDDENK_00033	CDS	786	csqR		COG1349	HTH-type transcriptional repressor CsqR
ELCDDENK_00034	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
ELCDDENK_00035	CDS	873				hypothetical protein
ELCDDENK_00036	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
ELCDDENK_00037	CDS	942				hypothetical protein
ELCDDENK_00038	CDS	1815				hypothetical protein
ELCDDENK_00039	CDS	219				hypothetical protein
ELCDDENK_00040	CDS	930	fdhE		COG3058	Protein FdhE
ELCDDENK_00041	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
ELCDDENK_00042	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
ELCDDENK_00043	CDS	2415	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
ELCDDENK_00044	CDS	588	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
ELCDDENK_00045	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
ELCDDENK_00046	CDS	1056				hypothetical protein
ELCDDENK_00047	CDS	1749				hypothetical protein
ELCDDENK_00048	CDS	1071	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
ELCDDENK_00049	CDS	1452	manP_1		COG1299	PTS system mannose-specific EIIBCA component
ELCDDENK_00050	CDS	447	fruA_1		COG1299	PTS system fructose-specific EIIABC component
ELCDDENK_00051	CDS	486				hypothetical protein
ELCDDENK_00052	CDS	567				hypothetical protein
ELCDDENK_00053	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
ELCDDENK_00054	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
ELCDDENK_00055	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
ELCDDENK_00056	CDS	1470	rhaB	2.7.1.5		Rhamnulokinase
ELCDDENK_00057	CDS	837	rhaS_1			HTH-type transcriptional activator RhaS
ELCDDENK_00058	CDS	939	rhaR_1			HTH-type transcriptional activator RhaR
ELCDDENK_00059	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
ELCDDENK_00060	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
ELCDDENK_00061	CDS	984	kdgT			2-keto-3-deoxygluconate permease
ELCDDENK_00062	CDS	675	yiiM		COG2258	Protein YiiM
ELCDDENK_00063	CDS	522				IS3 family transposase IS1397
ELCDDENK_00064	CDS	603				IS3 family transposase IS1397
ELCDDENK_00065	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
ELCDDENK_00066	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
ELCDDENK_00067	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
ELCDDENK_00068	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
ELCDDENK_00069	CDS	105				hypothetical protein
ELCDDENK_00070	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
ELCDDENK_00071	CDS	990	sbp		COG1613	Sulfate-binding protein
ELCDDENK_00072	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
ELCDDENK_00073	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
ELCDDENK_00074	CDS	600				hypothetical protein
ELCDDENK_00075	CDS	441				hypothetical protein
ELCDDENK_00076	CDS	300				hypothetical protein
ELCDDENK_00077	CDS	429	uspD		COG0589	Universal stress protein D
ELCDDENK_00078	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
ELCDDENK_00079	CDS	1122	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
ELCDDENK_00080	CDS	1509	glpK_1	2.7.1.30	COG0554	Glycerol kinase
ELCDDENK_00081	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
ELCDDENK_00082	CDS	240	zapB		COG3074	Cell division protein ZapB
ELCDDENK_00083	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
ELCDDENK_00084	CDS	927	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
ELCDDENK_00085	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
ELCDDENK_00086	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
ELCDDENK_00087	CDS	855	ftsN		COG3087	Cell division protein FtsN
ELCDDENK_00088	CDS	1026	cytR_1		COG1609	HTH-type transcriptional repressor CytR
ELCDDENK_00089	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
ELCDDENK_00090	CDS	213	rpmE		COG0254	50S ribosomal protein L31
ELCDDENK_00091	CDS	4218	rhsC_1		COG3209	Protein RhsC
ELCDDENK_00092	CDS	468				hypothetical protein
ELCDDENK_00093	CDS	807				ISAs1 family transposase ISEc1
ELCDDENK_00094	CDS	303				ISAs1 family transposase ISEc1
ELCDDENK_00095	CDS	327				hypothetical protein
ELCDDENK_00096	CDS	1419				hypothetical protein
ELCDDENK_00097	CDS	279				hypothetical protein
ELCDDENK_00098	CDS	279				hypothetical protein
ELCDDENK_00099	CDS	273			COG1662	IS1 family transposase IS1H
ELCDDENK_00100	CDS	609				hypothetical protein
ELCDDENK_00101	CDS	318	metJ		COG3060	Met repressor
ELCDDENK_00102	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
ELCDDENK_00103	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
ELCDDENK_00104	CDS	1131				hypothetical protein
ELCDDENK_00105	CDS	1554	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
ELCDDENK_00106	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
ELCDDENK_00107	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
ELCDDENK_00108	CDS	906	yijE			putative cystine transporter YijE
ELCDDENK_00109	CDS	618				hypothetical protein
ELCDDENK_00110	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
ELCDDENK_00111	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
ELCDDENK_00112	CDS	2502	fryA_1		COG1080	Multiphosphoryl transfer protein 1
ELCDDENK_00113	CDS	1080	manP_2		COG1299	PTS system mannose-specific EIIBCA component
ELCDDENK_00114	CDS	321	fryB_1	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
ELCDDENK_00115	CDS	2298	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
ELCDDENK_00116	CDS	879	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
ELCDDENK_00117	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
ELCDDENK_00118	CDS	852	rhaS_2			HTH-type transcriptional activator RhaS
ELCDDENK_00119	CDS	1734	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
ELCDDENK_00120	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
ELCDDENK_00121	CDS	1152	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
ELCDDENK_00122	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
ELCDDENK_00123	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
ELCDDENK_00124	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
ELCDDENK_00125	CDS	918	oxyR_1			Hydrogen peroxide-inducible genes activator
ELCDDENK_00126	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
ELCDDENK_00127	CDS	705	fabR		COG1309	HTH-type transcriptional repressor FabR
ELCDDENK_00128	CDS	360	yijD			Inner membrane protein YijD
ELCDDENK_00129	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
ELCDDENK_00130	CDS	1845	btuB_1		COG4206	Vitamin B12 transporter BtuB
ELCDDENK_00131	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
ELCDDENK_00132	rRNA	1538				16S ribosomal RNA
ELCDDENK_00133	tRNA	76				tRNA-Glu(ttc)
ELCDDENK_00134	rRNA	2903				23S ribosomal RNA
ELCDDENK_00135	rRNA	111				5S ribosomal RNA
ELCDDENK_00136	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
ELCDDENK_00137	CDS	963	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
ELCDDENK_00138	CDS	927	coaA_1	2.7.1.33	COG1072	Pantothenate kinase
ELCDDENK_00139	tRNA	76				tRNA-Thr(tgt)
ELCDDENK_00140	tRNA	85				tRNA-Tyr(gta)
ELCDDENK_00141	tRNA	75				tRNA-Gly(tcc)
ELCDDENK_00142	tRNA	76				tRNA-Thr(ggt)
ELCDDENK_00143	CDS	1185	tufB		COG0050	Elongation factor Tu 2
ELCDDENK_00144	CDS	384	secE		COG0690	Protein translocase subunit SecE
ELCDDENK_00145	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
ELCDDENK_00146	CDS	429	rplK		COG0080	50S ribosomal protein L11
ELCDDENK_00147	CDS	705	rplA		COG0081	50S ribosomal protein L1
ELCDDENK_00148	CDS	498	rplJ		COG0244	50S ribosomal protein L10
ELCDDENK_00149	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
ELCDDENK_00150	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
ELCDDENK_00151	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
ELCDDENK_00152	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
ELCDDENK_00153	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
ELCDDENK_00154	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
ELCDDENK_00155	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
ELCDDENK_00156	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
ELCDDENK_00157	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
ELCDDENK_00158	CDS	477	rsd		COG3160	Regulator of sigma D
ELCDDENK_00159	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
ELCDDENK_00160	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
ELCDDENK_00161	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
ELCDDENK_00162	CDS	591			COG3068	putative protein
ELCDDENK_00163	CDS	273	hupA			DNA-binding protein HU-alpha
ELCDDENK_00164	CDS	636				hypothetical protein
ELCDDENK_00165	CDS	426	zraP		COG3678	Zinc resistance-associated protein
ELCDDENK_00166	CDS	1389	zraS	2.7.13.3		Sensor protein ZraS
ELCDDENK_00167	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
ELCDDENK_00168	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
ELCDDENK_00169	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
ELCDDENK_00170	rRNA	1538				16S ribosomal RNA
ELCDDENK_00171	tRNA	76				tRNA-Glu(ttc)
ELCDDENK_00172	rRNA	2902				23S ribosomal RNA
ELCDDENK_00173	rRNA	111				5S ribosomal RNA
ELCDDENK_00174	CDS	444	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
ELCDDENK_00175	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
ELCDDENK_00176	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
ELCDDENK_00177	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
ELCDDENK_00178	CDS	1737	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
ELCDDENK_00179	CDS	2187				hypothetical protein
ELCDDENK_00180	CDS	825	iclR		COG1414	Transcriptional repressor IclR
ELCDDENK_00181	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
ELCDDENK_00182	CDS	321				hypothetical protein
ELCDDENK_00183	CDS	450				hypothetical protein
ELCDDENK_00184	CDS	1632				hypothetical protein
ELCDDENK_00185	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
ELCDDENK_00186	CDS	1230	yggP_1	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
ELCDDENK_00187	CDS	825	sorM		COG3716	PTS system sorbose-specific EIID component
ELCDDENK_00188	CDS	798	sorA		COG3715	PTS system sorbose-specific EIIC component
ELCDDENK_00189	CDS	495	sorB_1	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
ELCDDENK_00190	CDS	408	sorF		COG2893	PTS system sorbose-specific EIIA component
ELCDDENK_00191	CDS	807	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
ELCDDENK_00192	CDS	948	sorC		COG2390	Sorbitol operon regulator
ELCDDENK_00193	CDS	873	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
ELCDDENK_00194	CDS	273				hypothetical protein
ELCDDENK_00195	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
ELCDDENK_00196	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
ELCDDENK_00197	CDS	330				hypothetical protein
ELCDDENK_00198	CDS	639	gfcB			putative lipoprotein GfcB
ELCDDENK_00199	CDS	738				hypothetical protein
ELCDDENK_00200	CDS	2097				hypothetical protein
ELCDDENK_00201	CDS	159				hypothetical protein
ELCDDENK_00202	CDS	411	psiE		COG3223	Protein PsiE
ELCDDENK_00203	CDS	1476	xylE			D-xylose-proton symporter
ELCDDENK_00204	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
ELCDDENK_00205	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
ELCDDENK_00206	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
ELCDDENK_00207	CDS	1116	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
ELCDDENK_00208	CDS	1341	lamB		COG4580	Maltoporin
ELCDDENK_00209	CDS	921				hypothetical protein
ELCDDENK_00210	CDS	1581				hypothetical protein
ELCDDENK_00211	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
ELCDDENK_00212	CDS	873	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
ELCDDENK_00213	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
ELCDDENK_00214	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
ELCDDENK_00215	CDS	609	lexA_1	3.4.21.88	COG1974	LexA repressor
ELCDDENK_00216	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
ELCDDENK_00217	CDS	210				hypothetical protein
ELCDDENK_00218	CDS	516	zur		COG0735	Zinc uptake regulation protein
ELCDDENK_00219	CDS	285				hypothetical protein
ELCDDENK_00220	CDS	747				hypothetical protein
ELCDDENK_00221	CDS	1038	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
ELCDDENK_00222	CDS	243	pspG			Phage shock protein G
ELCDDENK_00223	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
ELCDDENK_00224	CDS	1416	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
ELCDDENK_00225	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
ELCDDENK_00226	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
ELCDDENK_00227	CDS	504				hypothetical protein
ELCDDENK_00228	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
ELCDDENK_00229	CDS	417				hypothetical protein
ELCDDENK_00230	CDS	357	yjbR		COG2315	putative protein YjbR
ELCDDENK_00231	CDS	2823	uvrA		COG0178	UvrABC system protein A
ELCDDENK_00232	CDS	537	ssb_1		COG0629	Single-stranded DNA-binding protein
ELCDDENK_00233	CDS	282				hypothetical protein
ELCDDENK_00234	CDS	1587	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
ELCDDENK_00235	CDS	324	soxS			Regulatory protein SoxS
ELCDDENK_00236	CDS	465	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
ELCDDENK_00237	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
ELCDDENK_00238	CDS	1650	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
ELCDDENK_00239	CDS	1293				hypothetical protein
ELCDDENK_00240	CDS	1650	actP		COG4147	Cation/acetate symporter ActP
ELCDDENK_00241	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
ELCDDENK_00242	CDS	1959	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
ELCDDENK_00243	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
ELCDDENK_00244	CDS	567	nrfB			Cytochrome c-type protein NrfB
ELCDDENK_00245	CDS	672	ydhX_1		COG0437	putative ferredoxin-like protein YdhX
ELCDDENK_00246	CDS	957				hypothetical protein
ELCDDENK_00247	CDS	1623	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
ELCDDENK_00248	CDS	384	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
ELCDDENK_00249	CDS	597	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
ELCDDENK_00250	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
ELCDDENK_00251	CDS	690				hypothetical protein
ELCDDENK_00252	CDS	1680	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
ELCDDENK_00253	CDS	420	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
ELCDDENK_00254	CDS	1467	cusC_1		COG1538	Cation efflux system protein CusC
ELCDDENK_00255	CDS	2052	mdtO		COG1289	Multidrug resistance protein MdtO
ELCDDENK_00256	CDS	1032	mdtN		COG1566	Multidrug resistance protein MdtN
ELCDDENK_00257	CDS	276				hypothetical protein
ELCDDENK_00258	CDS	1986	yjcS_1	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
ELCDDENK_00259	CDS	930	alsK	2.7.1.55	COG1940	D-allose kinase
ELCDDENK_00260	CDS	696	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
ELCDDENK_00261	CDS	981	alsC		COG1172	D-allose transport system permease protein AlsC
ELCDDENK_00262	CDS	1533	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
ELCDDENK_00263	CDS	936	alsB		COG1879	D-allose-binding periplasmic protein
ELCDDENK_00264	CDS	891	rpiR		COG1737	HTH-type transcriptional regulator RpiR
ELCDDENK_00265	CDS	450	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
ELCDDENK_00266	CDS	309				hypothetical protein
ELCDDENK_00267	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
ELCDDENK_00268	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
ELCDDENK_00269	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
ELCDDENK_00270	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
ELCDDENK_00271	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
ELCDDENK_00272	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
ELCDDENK_00273	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
ELCDDENK_00274	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
ELCDDENK_00275	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
ELCDDENK_00276	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
ELCDDENK_00277	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
ELCDDENK_00278	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
ELCDDENK_00279	CDS	1017				hypothetical protein
ELCDDENK_00280	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
ELCDDENK_00281	CDS	444				hypothetical protein
ELCDDENK_00282	CDS	336				hypothetical protein
ELCDDENK_00283	CDS	2229	crfC		COG0699	Clamp-binding protein CrfC
ELCDDENK_00284	CDS	879				hypothetical protein
ELCDDENK_00285	CDS	1503	proP			Proline/betaine transporter
ELCDDENK_00286	CDS	90				hypothetical protein
ELCDDENK_00287	CDS	1101	basS	2.7.13.3		Sensor protein BasS
ELCDDENK_00288	CDS	669	basR			Transcriptional regulatory protein BasR
ELCDDENK_00289	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
ELCDDENK_00290	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
ELCDDENK_00291	CDS	762	gadX_1			HTH-type transcriptional regulator GadX
ELCDDENK_00292	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
ELCDDENK_00293	CDS	909	melR_1			Melibiose operon regulatory protein
ELCDDENK_00294	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
ELCDDENK_00295	CDS	1410	melB		COG2211	Melibiose carrier protein
ELCDDENK_00296	CDS	630	yjdF		COG3647	Inner membrane protein YjdF
ELCDDENK_00297	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
ELCDDENK_00298	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
ELCDDENK_00299	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
ELCDDENK_00300	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
ELCDDENK_00301	CDS	231				hypothetical protein
ELCDDENK_00302	CDS	273	yjdJ		COG2388	putative protein YjdJ
ELCDDENK_00303	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
ELCDDENK_00304	CDS	174	ghoT			Toxin GhoT
ELCDDENK_00305	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
ELCDDENK_00306	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
ELCDDENK_00307	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
ELCDDENK_00308	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
ELCDDENK_00309	CDS	1539	cadC		COG3710	Transcriptional activator CadC
ELCDDENK_00310	tRNA	76				tRNA-Phe(gaa)
ELCDDENK_00311	CDS	576				hypothetical protein
ELCDDENK_00312	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
ELCDDENK_00313	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
ELCDDENK_00314	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
ELCDDENK_00315	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
ELCDDENK_00316	CDS	477				hypothetical protein
ELCDDENK_00317	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
ELCDDENK_00318	CDS	294	groS		COG0234	10 kDa chaperonin
ELCDDENK_00319	CDS	1647	groL			60 kDa chaperonin
ELCDDENK_00320	CDS	354				hypothetical protein
ELCDDENK_00321	CDS	870				hypothetical protein
ELCDDENK_00322	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
ELCDDENK_00323	CDS	567	efp		COG0231	Elongation factor P
ELCDDENK_00324	CDS	126				hypothetical protein
ELCDDENK_00325	CDS	147				hypothetical protein
ELCDDENK_00326	CDS	318	gdx		COG2076	Guanidinium exporter
ELCDDENK_00327	CDS	534	blc		COG3040	Outer membrane lipoprotein Blc
ELCDDENK_00328	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
ELCDDENK_00329	CDS	360	frdD		COG3080	Fumarate reductase subunit D
ELCDDENK_00330	CDS	396	frdC		COG3029	Fumarate reductase subunit C
ELCDDENK_00331	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
ELCDDENK_00332	CDS	1809	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
