locus_tag	ftype	length_bp	gene	EC_number	COG	product
PHGHMBLD_00064	CDS	864				hypothetical protein
PHGHMBLD_00065	CDS	717	rph	2.7.7.56		Ribonuclease PH
PHGHMBLD_00066	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
PHGHMBLD_00067	CDS	960				hypothetical protein
PHGHMBLD_00068	CDS	597	slmA			Nucleoid occlusion factor SlmA
PHGHMBLD_00069	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
PHGHMBLD_00070	CDS	1221	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
PHGHMBLD_00071	CDS	669				hypothetical protein
PHGHMBLD_00072	CDS	237	rpmB		COG0227	50S ribosomal protein L28
PHGHMBLD_00073	CDS	168	rpmG		COG0267	50S ribosomal protein L33
PHGHMBLD_00074	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
PHGHMBLD_00075	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
PHGHMBLD_00076	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
PHGHMBLD_00077	CDS	1059	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
PHGHMBLD_00078	CDS	1125	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
PHGHMBLD_00079	CDS	798	rfaP	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
PHGHMBLD_00080	CDS	1017				hypothetical protein
PHGHMBLD_00081	CDS	996				hypothetical protein
PHGHMBLD_00082	CDS	693	rfaY	2.7.1.-		Lipopolysaccharide core heptose(II) kinase RfaY
PHGHMBLD_00083	CDS	1026	gspA_1		COG1442	General stress protein A
PHGHMBLD_00084	CDS	984	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
PHGHMBLD_00085	CDS	1254	rfaL			O-antigen ligase
PHGHMBLD_00086	CDS	972	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
PHGHMBLD_00087	CDS	1047	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
PHGHMBLD_00088	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
PHGHMBLD_00089	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
PHGHMBLD_00090	CDS	1026	tdh_1	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
PHGHMBLD_00091	CDS	1035	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
PHGHMBLD_00092	CDS	960				hypothetical protein
PHGHMBLD_00093	CDS	1260	envC		COG4942	Murein hydrolase activator EnvC
PHGHMBLD_00094	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
PHGHMBLD_00095	CDS	432	yibN		COG0607	putative protein YibN
PHGHMBLD_00096	CDS	252	grxC		COG0695	Glutaredoxin 3
PHGHMBLD_00097	CDS	468	secB		COG1952	Protein-export protein SecB
PHGHMBLD_00098	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
PHGHMBLD_00099	CDS	822	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
PHGHMBLD_00100	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
PHGHMBLD_00101	CDS	1191	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
PHGHMBLD_00102	CDS	777	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
PHGHMBLD_00103	CDS	1656	lldP		COG1620	L-lactate permease
PHGHMBLD_00104	CDS	4851	ehaG		COG5295	Autotransporter adhesin EhaG
PHGHMBLD_00105	CDS	684	sadB			Inner membrane lipoprotein SadB
PHGHMBLD_00106	CDS	363	yibL			putative protein YibL
PHGHMBLD_00107	CDS	210				hypothetical protein
PHGHMBLD_00108	CDS	588	mtlR		COG3722	Mannitol operon repressor
PHGHMBLD_00109	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
PHGHMBLD_00110	CDS	1914	mtlA_1		COG2213	PTS system mannitol-specific EIICBA component
PHGHMBLD_00111	CDS	363	yiaW_1			Inner membrane protein YiaW
PHGHMBLD_00112	CDS	1137	yibH		COG1566	Inner membrane protein YibH
PHGHMBLD_00113	CDS	462				hypothetical protein
PHGHMBLD_00114	CDS	1464				hypothetical protein
PHGHMBLD_00115	CDS	1425	rhsC_1		COG3209	Protein RhsC
PHGHMBLD_00116	CDS	609	yibF		COG0625	putative GST-like protein YibF
PHGHMBLD_00117	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
PHGHMBLD_00118	CDS	1845	selB		COG3276	Selenocysteine-specific elongation factor
PHGHMBLD_00119	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
PHGHMBLD_00120	CDS	1539	aldB	1.2.1.-	COG1012	Aldehyde dehydrogenase B
PHGHMBLD_00121	CDS	324	yiaW_2			Inner membrane protein YiaW
PHGHMBLD_00122	CDS	1137	yiaV		COG1566	Inner membrane protein YiaV
PHGHMBLD_00123	CDS	975				hypothetical protein
PHGHMBLD_00124	CDS	741	mipA_1		COG3713	MltA-interacting protein
PHGHMBLD_00125	CDS	696	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
PHGHMBLD_00126	CDS	861	ulaE_1	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
PHGHMBLD_00127	CDS	663	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
PHGHMBLD_00128	CDS	1413	lyx	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
PHGHMBLD_00129	CDS	987	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
PHGHMBLD_00130	CDS	1278	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
PHGHMBLD_00131	CDS	474	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
PHGHMBLD_00132	CDS	468	yhcH_1		COG2731	putative protein YhcH
PHGHMBLD_00133	CDS	999	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
PHGHMBLD_00134	CDS	849	yiaJ		COG1414	DNA-binding transcriptional repressor YiaJ
PHGHMBLD_00135	CDS	474	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
PHGHMBLD_00136	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
PHGHMBLD_00137	CDS	2031	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
PHGHMBLD_00138	CDS	825				hypothetical protein
PHGHMBLD_00139	CDS	1179	xylR			Xylose operon regulatory protein
PHGHMBLD_00140	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
PHGHMBLD_00141	CDS	1542	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
PHGHMBLD_00142	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
PHGHMBLD_00143	CDS	1323	xylA	5.3.1.5		Xylose isomerase
PHGHMBLD_00144	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
PHGHMBLD_00145	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
PHGHMBLD_00146	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
PHGHMBLD_00147	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
PHGHMBLD_00148	CDS	300				hypothetical protein
PHGHMBLD_00149	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
PHGHMBLD_00150	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
PHGHMBLD_00151	CDS	213				hypothetical protein
PHGHMBLD_00152	CDS	213	cspA		COG1278	Cold shock protein CspA
PHGHMBLD_00153	CDS	291				hypothetical protein
PHGHMBLD_00154	CDS	711				hypothetical protein
PHGHMBLD_00155	CDS	786	ghrB_1	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
PHGHMBLD_00156	CDS	135	ghrB_2	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
PHGHMBLD_00157	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
PHGHMBLD_00158	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
PHGHMBLD_00159	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
PHGHMBLD_00160	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
PHGHMBLD_00161	CDS	699				hypothetical protein
PHGHMBLD_00162	CDS	1209	yhjX			putative MFS-type transporter YhjX
PHGHMBLD_00163	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
PHGHMBLD_00164	tRNA	77				tRNA-Pro(cgg)
PHGHMBLD_00165	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
PHGHMBLD_00166	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
PHGHMBLD_00167	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
PHGHMBLD_00168	CDS	984	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
PHGHMBLD_00169	CDS	1005	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
PHGHMBLD_00170	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
PHGHMBLD_00171	CDS	108	ldrD_1			Small toxic polypeptide LdrD
PHGHMBLD_00172	CDS	309				hypothetical protein
PHGHMBLD_00173	CDS	108	ldrD_2			Small toxic polypeptide LdrD
PHGHMBLD_00174	CDS	108	ldrD_3			Small toxic polypeptide LdrD
PHGHMBLD_00175	CDS	108	ldrD_4			Small toxic polypeptide LdrD
PHGHMBLD_00176	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
PHGHMBLD_00177	CDS	192				hypothetical protein
PHGHMBLD_00178	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
PHGHMBLD_00179	CDS	189	yhjR			Protein YhjR
PHGHMBLD_00180	CDS	753	bcsQ			Cellulose biosynthesis protein BcsQ
PHGHMBLD_00181	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
PHGHMBLD_00182	CDS	2304	bcsB			Cyclic di-GMP-binding protein
PHGHMBLD_00183	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
PHGHMBLD_00184	CDS	3474	bcsC		COG0457	Cellulose synthase operon protein C
PHGHMBLD_00185	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
PHGHMBLD_00186	CDS	1287	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
PHGHMBLD_00187	CDS	1497	yhjJ		COG0612	Protein YhjJ
PHGHMBLD_00188	CDS	930	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
PHGHMBLD_00189	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
PHGHMBLD_00190	CDS	2061				hypothetical protein
PHGHMBLD_00191	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
PHGHMBLD_00192	CDS	1014	yhjD		COG1295	Inner membrane protein YhjD
PHGHMBLD_00193	CDS	972	dmlR_1			HTH-type transcriptional regulator DmlR
PHGHMBLD_00194	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
PHGHMBLD_00195	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
PHGHMBLD_00196	CDS	1398				hypothetical protein
PHGHMBLD_00197	CDS	1401	gadA	4.1.1.15	COG0076	Glutamate decarboxylase alpha
PHGHMBLD_00198	CDS	825	gadX_1			HTH-type transcriptional regulator GadX
PHGHMBLD_00199	CDS	729	gadW_1			HTH-type transcriptional regulator GadW
PHGHMBLD_00200	CDS	282				hypothetical protein
PHGHMBLD_00201	CDS	3114	mdtF		COG0841	Multidrug resistance protein MdtF
PHGHMBLD_00202	CDS	1158	mdtE			Multidrug resistance protein MdtE
PHGHMBLD_00203	CDS	279				hypothetical protein
PHGHMBLD_00204	CDS	528	gadE			Transcriptional regulator GadE
PHGHMBLD_00205	CDS	573	hdeD		COG3247	Protein HdeD
PHGHMBLD_00206	CDS	333	hdeA			Acid stress chaperone HdeA
PHGHMBLD_00207	CDS	339	hdeB			Acid stress chaperone HdeB
PHGHMBLD_00208	CDS	576	sapB_1		COG1285	Protein SapB
PHGHMBLD_00209	CDS	531	dctR		COG2771	HTH-type transcriptional regulator DctR
PHGHMBLD_00210	CDS	741				hypothetical protein
PHGHMBLD_00211	CDS	846				hypothetical protein
PHGHMBLD_00212	CDS	426	arsC	1.20.4.1		Arsenate reductase
PHGHMBLD_00213	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
PHGHMBLD_00214	CDS	354				hypothetical protein
PHGHMBLD_00215	CDS	174				hypothetical protein
PHGHMBLD_00216	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
PHGHMBLD_00217	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
PHGHMBLD_00218	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
PHGHMBLD_00219	CDS	753	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
PHGHMBLD_00220	CDS	1470	dtpB		COG3104	Dipeptide and tripeptide permease B
PHGHMBLD_00221	CDS	435	uspA		COG0589	Universal stress protein A
PHGHMBLD_00222	CDS	336	uspB			Universal stress protein B
PHGHMBLD_00223	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
PHGHMBLD_00224	CDS	1203			COG2081	putative protein
PHGHMBLD_00225	CDS	843				hypothetical protein
PHGHMBLD_00226	CDS	144				hypothetical protein
PHGHMBLD_00227	CDS	366				hypothetical protein
PHGHMBLD_00228	CDS	906				IS3 family transposase IS2
PHGHMBLD_00229	CDS	279				hypothetical protein
PHGHMBLD_00230	CDS	300				IS3 family transposase ISEc17
PHGHMBLD_00231	CDS	867				IS3 family transposase IS3
PHGHMBLD_00232	CDS	1677	tnsB			Transposon Tn7 transposition protein TnsB
PHGHMBLD_00233	CDS	1449				hypothetical protein
PHGHMBLD_00234	CDS	1557				hypothetical protein
PHGHMBLD_00235	CDS	927				hypothetical protein
PHGHMBLD_00236	CDS	300				hypothetical protein
PHGHMBLD_00237	CDS	1827				hypothetical protein
PHGHMBLD_00238	CDS	351				hypothetical protein
PHGHMBLD_00239	CDS	432	silE_1			Silver-binding protein SilE
PHGHMBLD_00240	CDS	1482	cusS_1	2.7.13.3	COG0642	Sensor histidine kinase CusS
PHGHMBLD_00241	CDS	681	cusR_1		COG0745	Transcriptional regulatory protein CusR
PHGHMBLD_00242	CDS	1386	cusC_1		COG1538	Cation efflux system protein CusC
PHGHMBLD_00243	CDS	354	cusF_1		COG5569	Cation efflux system protein CusF
PHGHMBLD_00244	CDS	1293	cusB_1			Cation efflux system protein CusB
PHGHMBLD_00245	CDS	3147	cusA_1		COG3696	Cation efflux system protein CusA
PHGHMBLD_00246	CDS	441				hypothetical protein
PHGHMBLD_00247	CDS	2448	silP	7.2.2.15		Silver exporting P-type ATPase
PHGHMBLD_00248	CDS	198				hypothetical protein
PHGHMBLD_00249	CDS	738	mepM_1	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
PHGHMBLD_00250	CDS	450	silE_2			Silver-binding protein SilE
PHGHMBLD_00251	CDS	1818	copA_1			Copper resistance protein A
PHGHMBLD_00252	CDS	897	copB			Copper resistance protein B
PHGHMBLD_00253	CDS	381	pcoC		COG2372	Copper resistance protein C
PHGHMBLD_00254	CDS	930	copD			Copper resistance protein D
PHGHMBLD_00255	CDS	681	copR			Transcriptional activator protein CopR
PHGHMBLD_00256	CDS	1401	sasA	2.7.-.-		Adaptive-response sensory-kinase SasA
PHGHMBLD_00257	CDS	435	pcoE			putative copper-binding protein PcoE
PHGHMBLD_00258	CDS	1053	yhiM			Inner membrane protein YhiM
PHGHMBLD_00259	CDS	1239				hypothetical protein
PHGHMBLD_00260	CDS	354				hypothetical protein
PHGHMBLD_00261	CDS	1623				hypothetical protein
PHGHMBLD_00262	CDS	1068				hypothetical protein
PHGHMBLD_00263	CDS	2736	rbbA		COG0842	Ribosome-associated ATPase
PHGHMBLD_00264	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
PHGHMBLD_00265	CDS	360				hypothetical protein
PHGHMBLD_00266	CDS	402	nikR		COG0864	Nickel-responsive regulator
PHGHMBLD_00267	CDS	807	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
PHGHMBLD_00268	CDS	765	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
PHGHMBLD_00269	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
PHGHMBLD_00270	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
PHGHMBLD_00271	CDS	1575	nikA		COG0747	Nickel-binding periplasmic protein
PHGHMBLD_00272	CDS	588				hypothetical protein
PHGHMBLD_00273	CDS	1050	yhhT_1		COG0628	Putative transport protein YhhT
PHGHMBLD_00274	CDS	1260	yhhS			putative MFS-type transporter YhhS
PHGHMBLD_00275	CDS	558				hypothetical protein
PHGHMBLD_00276	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
PHGHMBLD_00277	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
PHGHMBLD_00278	CDS	2199	zntA	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
PHGHMBLD_00279	CDS	627				hypothetical protein
PHGHMBLD_00280	CDS	360				hypothetical protein
PHGHMBLD_00281	CDS	270				hypothetical protein
PHGHMBLD_00282	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
PHGHMBLD_00283	CDS	1494	ftsY		COG0552	Signal recognition particle receptor FtsY
PHGHMBLD_00284	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
PHGHMBLD_00285	CDS	1059	ftsX		COG2177	Cell division protein FtsX
PHGHMBLD_00286	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
PHGHMBLD_00287	CDS	1098	livJ		COG0683	Leu/Ile/Val-binding protein
PHGHMBLD_00288	CDS	267				hypothetical protein
PHGHMBLD_00289	CDS	528				hypothetical protein
PHGHMBLD_00290	CDS	384	panZ			PanD regulatory factor
PHGHMBLD_00291	CDS	1110	livK		COG0683	Leucine-specific-binding protein
PHGHMBLD_00292	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
PHGHMBLD_00293	CDS	1278				hypothetical protein
PHGHMBLD_00294	CDS	768	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
PHGHMBLD_00295	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
PHGHMBLD_00296	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
PHGHMBLD_00297	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
PHGHMBLD_00298	CDS	846				hypothetical protein
PHGHMBLD_00299	CDS	1071	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
PHGHMBLD_00300	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
PHGHMBLD_00301	CDS	441	yhhA			putative protein YhhA
PHGHMBLD_00302	CDS	1734	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
PHGHMBLD_00303	CDS	285				hypothetical protein
PHGHMBLD_00304	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
PHGHMBLD_00305	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
PHGHMBLD_00306	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
PHGHMBLD_00307	CDS	996	gntR			HTH-type transcriptional regulator GntR
PHGHMBLD_00308	CDS	528	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
PHGHMBLD_00309	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
PHGHMBLD_00310	CDS	594				hypothetical protein
PHGHMBLD_00311	CDS	1104	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
PHGHMBLD_00312	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
PHGHMBLD_00313	CDS	1974	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
PHGHMBLD_00314	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
PHGHMBLD_00315	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
PHGHMBLD_00316	CDS	2448	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
PHGHMBLD_00317	CDS	1506				hypothetical protein
PHGHMBLD_00318	CDS	711				hypothetical protein
PHGHMBLD_00319	CDS	768				hypothetical protein
PHGHMBLD_00320	CDS	606				hypothetical protein
PHGHMBLD_00321	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
PHGHMBLD_00322	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
PHGHMBLD_00323	CDS	831	glpG_1	3.4.21.105	COG0705	Rhomboid protease GlpG
PHGHMBLD_00324	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
PHGHMBLD_00325	CDS	1599	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
PHGHMBLD_00326	CDS	1227	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
PHGHMBLD_00327	CDS	1017	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
PHGHMBLD_00328	CDS	2706	malT		COG2909	HTH-type transcriptional regulator MalT
PHGHMBLD_00329	CDS	2394	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
PHGHMBLD_00330	CDS	2085	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
PHGHMBLD_00331	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
PHGHMBLD_00332	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
